gene,direction,valence
ctns,UP,0.80718257
zfyve16,UP,0.810845904
iscu,UP,0.81458897
rpe,UP,0.815594474
p2rx4,UP,0.818867832
nfe2l2,UP,0.822322261
dennd4c,UP,0.822711855
cryl1,UP,0.823216624
npc1,UP,0.82508253
reck,UP,0.82657572
snx10,UP,0.827746059
ubap1,UP,0.832498376
klf6,UP,0.832591369
crbn,UP,0.838189875
ppfibp2,UP,0.839208722
pnpo,UP,0.839818804
mkln1,UP,0.841759477
clpx,UP,0.842663031
pigk,UP,0.842668844
numb,UP,0.848770629
tob2,UP,0.851566551
il18,UP,0.851624187
abcg1,UP,0.852516358
acsl5,UP,0.853246063
ptplb,UP,0.854247509
rmi1,UP,0.856383166
ldhb,UP,0.863100003
ghitm,UP,0.864208751
stard3,UP,0.868263216
picalm,UP,0.868605568
mef2c,UP,0.870436926
snap23,UP,0.870974472
slc24a3,UP,0.872181692
etv5,UP,0.873584337
utp11l,UP,0.873953298
lrba,UP,0.87541626
lyst,UP,0.877480355
yme1l1,UP,0.878102777
txnrd2,UP,0.878619307
ccnl1,UP,0.881323615
bnip2,UP,0.88191008
etfdh,UP,0.884966173
ccng1,UP,0.888119837
bcl6,UP,0.891469273
actr2,UP,0.893205784
rfx5,UP,0.894039043
myh11,UP,0.89589858
cap1,UP,0.896027279
nars,UP,0.896674034
sort1,UP,0.899642615
chmp1b,UP,0.902313296
dst,UP,0.903572344
ralb,UP,0.904215482
sipa1,UP,0.906055004
lgals3bp,UP,0.907955029
nrip1,UP,0.916399222
nmt1,UP,0.918243606
kbtbd2,UP,0.920014141
adam17,UP,0.921960122
wasf2,UP,0.924107528
pdxk,UP,0.924533052
sema4d,UP,0.925255501
jam2,UP,0.925685161
krcc1,UP,0.927754479
stx2,UP,0.930490691
efhd2,UP,0.931025264
lrrk1,UP,0.932138246
ets1,UP,0.932198846
atp1b3,UP,0.932238315
cul4b,UP,0.932808264
spsb1,UP,0.940404204
itgav,UP,0.942864237
adcy7,UP,0.947166182
ctbs,UP,0.949998678
tm9sf2,UP,0.950438192
rhog,UP,0.951825955
chuk,UP,0.952685797
gpr56,UP,0.952919496
adam15,UP,0.955692963
cyfip1,UP,0.958309576
mvp,UP,0.960541363
mgat2,UP,0.962686749
ctnnal1,UP,0.963519843
tmed5,UP,0.964839576
ubc,UP,0.969776794
azi2,UP,0.969877303
cd34,UP,0.972920282
lcp1,UP,0.979067882
aldh3a2,UP,0.982040512
stat5b,UP,0.982334874
chst12,UP,0.982422419
cacnb2,UP,0.983007375
manba,UP,0.983641273
acsl4,UP,0.983733431
nr3c1,UP,0.985067155
sp110,UP,0.985745484
stat6,UP,0.986166787
cebpz,UP,0.989530983
sgsh,UP,0.99094171
slc22a5,UP,0.991120969
slc35a3,UP,0.995204357
chpt1,UP,0.99701681
cep68,UP,1.000380765
gdi2,UP,1.003256858
tubgcp5,UP,1.007360508
dnaja1,UP,1.011197475
ap1s2,UP,1.024120914
ripk2,UP,1.025888821
derl1,UP,1.029201215
pld1,UP,1.033495128
csad,UP,1.033698601
ctsd,UP,1.036250453
bcap29,UP,1.038070846
gns,UP,1.038914115
bag3,UP,1.039730415
tomm34,UP,1.039921824
ifih1,UP,1.044273066
terf1,UP,1.045992543
tpp1,UP,1.051453577
aftph,UP,1.051495302
calr,UP,1.057141299
dhrs3,UP,1.059942314
dhrs7,UP,1.062473662
nr1d2,UP,1.071131714
enpp4,UP,1.073773183
lyl1,UP,1.084068648
tap1,UP,1.089016974
naalad2,UP,1.090242945
tnfrsf1b,UP,1.091032468
amd1,UP,1.09159778
fyco1,UP,1.092479506
ptpre,UP,1.093956844
apbb1ip,UP,1.112273569
rassf2,UP,1.113641006
plcl2,UP,1.115256211
bid,UP,1.116413605
hspd1,UP,1.118207873
sult1a1,UP,1.120041713
hbp1,UP,1.130467408
cyp27a1,UP,1.137759923
scrn3,UP,1.140781314
synj2,UP,1.146554641
slc30a5,UP,1.149685829
serpine2,UP,1.151714797
tgfbr2,UP,1.153443259
plod3,UP,1.153774881
tmem30a,UP,1.159171994
clk4,UP,1.15976758
prkcq,UP,1.161744953
icmt,UP,1.16179367
cd81,UP,1.170796639
cln5,UP,1.172529815
fech,UP,1.173702161
psmb8,UP,1.174078013
eed,UP,1.186376853
slc7a8,UP,1.186819661
prpsap2,UP,1.190140927
st6galnac4,UP,1.19122664
parp4,UP,1.192143189
lamp2,UP,1.196321314
rab21,UP,1.203442626
lmbrd1,UP,1.208708688
mertk,UP,1.209978139
itm2c,UP,1.215166798
rngtt,UP,1.22587878
inpp5d,UP,1.227925037
mbnl1,UP,1.235414955
sacm1l,UP,1.236473076
tgm2,UP,1.237118772
tyrobp,UP,1.242137528
laptm5,UP,1.24403032
asb13,UP,1.244230985
fosb,UP,1.244562445
fzd4,UP,1.244882254
nlrp3,UP,1.247570707
fes,UP,1.25266709
cx3cr1,UP,1.259771198
lifr,UP,1.260022429
was,UP,1.26236569
mafb,UP,1.262750449
ppp1r2,UP,1.264100182
hspa5,UP,1.268530163
ubl3,UP,1.279852875
lap3,UP,1.28256694
srgn,UP,1.28315679
mtmr6,UP,1.283412265
adcy9,UP,1.290768151
abhd6,UP,1.29894035
camk1,UP,1.303508249
elmo1,UP,1.314972733
csf1r,UP,1.322625858
nipa2,UP,1.327376789
tmem106b,UP,1.329673562
zfp36l1,UP,1.33105766
dnajb1,UP,1.332357483
il13ra1,UP,1.335687761
atp6v1c1,UP,1.336596019
tapbp,UP,1.336726734
cd83,UP,1.338529859
mcl1,UP,1.356043335
cflar,UP,1.360587836
serpinf1,UP,1.361793166
maf,UP,1.363819274
tpst2,UP,1.371385349
b4galt4,UP,1.374544976
enpp2,UP,1.37600962
lgals8,UP,1.376727019
mgp,UP,1.383409593
mal,UP,1.383735537
ivns1abp,UP,1.401030498
oxct1,UP,1.401810341
junb,UP,1.403799775
elf1,UP,1.410584539
slc10a3,UP,1.410887324
vipr1,UP,1.413788593
nck1,UP,1.432409295
psap,UP,1.448507974
lrmp,UP,1.467848144
dnajb9,UP,1.471623217
kcnj2,UP,1.479644463
ctsh,UP,1.48425048
scn1b,UP,1.492862752
egr2,UP,1.49324562
pdgfb,UP,1.493454406
ptk2b,UP,1.496490187
ly96,UP,1.506837162
p2rx7,UP,1.517477122
coro2a,UP,1.518264442
serinc1,UP,1.528051387
mgll,UP,1.531570989
spg20,UP,1.539993593
tmem87a,UP,1.540146645
klf2,UP,1.542463181
chn2,UP,1.552895526
chst7,UP,1.554364987
xbp1,UP,1.569658923
tgfa,UP,1.57400876
smad7,UP,1.581739033
cd14,UP,1.586042337
acp2,UP,1.603306531
phf1,UP,1.603613645
reep5,UP,1.605847211
hcls1,UP,1.616044448
prkcd,UP,1.62249045
slc35a5,UP,1.63676051
mgat1,UP,1.646216914
c1qb,UP,1.666894029
aif1,UP,1.667952702
egr1,UP,1.676268773
skap2,UP,1.678967114
srpr,UP,1.684179129
hmox2,UP,1.686721704
ifngr2,UP,1.692584742
cd9,UP,1.705969589
sparc,UP,1.709522614
st3gal5,UP,1.723189919
hk2,UP,1.729927592
jun,UP,1.737036115
acox3,UP,1.737653949
m6pr,UP,1.738235158
prkab1,UP,1.746350717
clk1,UP,1.749463775
cept1,UP,1.750329643
tram1,UP,1.761889124
tap2,UP,1.767876112
crot,UP,1.776135935
itgb2,UP,1.778235225
lgmn,UP,1.789199359
pmp22,UP,1.81478798
ngly1,UP,1.81644776
atp2c1,UP,1.826459078
dapp1,UP,1.847200269
cbx7,UP,1.855207918
pros1,UP,1.877349554
birc3,UP,1.885653426
wsb1,UP,1.886316875
asph,UP,1.900135359
map2k1,UP,1.922140198
rab3il1,UP,1.945764727
hspb1,UP,1.946313383
bin1,UP,1.967276144
stambpl1,UP,1.983996682
tspan14,UP,1.993885522
ly86,UP,1.999323257
gpbp1l1,UP,2.006292326
dnajb4,UP,2.006413441
rgs2,UP,2.038477885
slc25a37,UP,2.042161582
dusp1,UP,2.046579378
tbpl1,UP,2.057308449
rps6ka1,UP,2.076404614
rgs19,UP,2.087483467
ube2j1,UP,2.099256197
cebpa,UP,2.114497904
rcbtb2,UP,2.144509791
tm6sf1,UP,2.151494948
fos,UP,2.156790999
mylip,UP,2.164579588
tsc22d3,UP,2.166132635
ywhah,UP,2.171026402
nupr1,UP,2.178243716
cd84,UP,2.192964744
evi2a,UP,2.194942902
gna15,UP,2.205105412
sgce,UP,2.205404437
p4ha1,UP,2.220895805
plk3,UP,2.229342594
nptn,UP,2.258702811
sla,UP,2.262974688
capza2,UP,2.263360953
b2m,UP,2.281156644
crlf3,UP,2.295432007
slc2a5,UP,2.300935007
mlxipl,UP,2.320251925
rhob,UP,2.339282458
il10rb,UP,2.363138143
itgb5,UP,2.363385596
lpxn,UP,2.364600944
zfp36,UP,2.381948873
fez2,UP,2.42755755
herpud1,UP,2.432897363
ifnar2,UP,2.434908584
rnf130,UP,2.468203796
cst3,UP,2.475245892
alox5ap,UP,2.486640727
btg2,UP,2.505275587
st3gal6,UP,2.508264715
lactb2,UP,2.513152107
ppt1,UP,2.524974323
asah1,UP,2.557194479
creg1,UP,2.628151059
snx5,UP,2.646777779
cd74,UP,2.657959929
capn3,UP,2.676095455
lair1,UP,2.678192187
hexb,UP,2.846521841
rnf13,UP,2.878249217
rgs10,UP,2.891405096
ifngr1,UP,3.130251252
serinc3,UP,3.215827586
dusp6,UP,3.273919666
ier5,UP,3.274629441
tmem63a,UP,3.441639545
mag,UP,4.58296557
