gene,direction,valence
Tmem86a,UP,2.587276154890946
Slc35a5,UP,2.5865524581683323
Acer3,UP,2.5864739007606445
Nckap1l,UP,2.5832519949063366
Dhrs7,UP,2.5829887659309603
Kcnk13,UP,2.5829014547619726
Hpgds,UP,2.578440148901255
Abca4,UP,2.5756153067122316
Naip7,UP,2.5718730895169473
Smpdl3b,UP,2.5714728640757
Hsd17b11,UP,2.5706265285293783
Slamf1,UP,2.5687930648815893
Naip6,UP,2.5681576747638735
Susd5,UP,2.567878328671531
B430010I23Rik,UP,2.566559238774518
C130050O18Rik,UP,2.5641588677066554
Alox5,UP,2.5610382159270912
1700012A16Rik,UP,2.5596933586239685
6330407A03Rik,UP,2.556804797248014
4933417A18Rik,UP,2.555668446904602
Arsk,UP,2.5528630140813076
6330512M04Rik,UP,2.5494430544470648
Ggta1,UP,2.547650457720706
Srd5a3,UP,2.540605662690857
Ms4a4b,UP,2.5381335389260906
H2-T24,UP,2.5364645630005347
1600014C10Rik,UP,2.5353751230396044
Cyp2r1,UP,2.5340834911958146
Casp12,UP,2.5338975214562756
Il1rl2,UP,2.533820680398549
Sap25,UP,2.533330594992661
Cxcl16,UP,2.532609794879087
Cbx7,UP,2.5280890620073277
Tnfsf10,UP,2.527376343265006
Myh11,UP,2.5195722444263713
Cebpa,UP,2.516686486779916
Hck,UP,2.5144848000506475
Lif,UP,2.5116315861295595
Olfr1507,UP,2.5109006422125795
Ciita,UP,2.500597220370334
Ivns1abp,UP,2.498339647348237
Comt,UP,2.4968505510060934
Zfp710,UP,2.4959941343575203
Gbp5,UP,2.4957794344044806
Uba7,UP,2.4926706294590977
Zfhx3,UP,2.491693655901685
Plcb2,UP,2.4914166828904705
Socs3,UP,2.4911203465680525
Cr1l,UP,2.4907060811922808
Btk,UP,2.4906817756491075
3830403N18Rik,UP,2.4902871304464758
Dqx1,UP,2.4884507252341943
Il18,UP,2.4867129528929715
Trim30a,UP,2.4860987671273582
Il15ra,UP,2.4842194176893035
Itpr2,UP,2.483832224117649
Hfe,UP,2.482991707112487
Gm5127,UP,2.482386142413874
Gpr171,UP,2.480887078378379
Chrna2,UP,2.4776561455495614
Klhl38,UP,2.47659171779649
Lag3,UP,2.475654488836126
Elovl7,UP,2.474794393827809
Rps6ka1,UP,2.4700690161894276
Plscr4,UP,2.470031746637206
Fos,UP,2.469526576268207
Casp8,UP,2.4688497945835097
Ahcyl2,UP,2.4650287353786253
Vav1,UP,2.464827692524801
Smad7,UP,2.4619583618408245
Tns1,UP,2.4612789076406956
Camk1,UP,2.45700079831347
Hsf2bp,UP,2.4562132059678943
Olfr570,UP,2.453036847869093
Trim12c,UP,2.4528382214721494
Cd9,UP,2.4483477777605063
Hist1h1e,UP,2.4477176534442195
Nfatc2,UP,2.447680335632437
Fbxo7,UP,2.4460584621217056
Chpt1,UP,2.4459244704659304
Bank1,UP,2.4455572868240183
Apol10b,UP,2.4447942377539755
Ankrd44,UP,2.4418893369953696
Mef2a,UP,2.439497784567865
Maf,UP,2.437258472140237
Nrip1,UP,2.4361539332714433
Sncg,UP,2.4355921118649957
Ly86,UP,2.4353093042257394
Cyth4,UP,2.4325998744223227
Itpripl1,UP,2.432268096038821
Hist1h2be,UP,2.4309553972614872
Zmat1,UP,2.429515785464651
9030418K01Rik,UP,2.428585885478821
Nek7,UP,2.4272244911720593
Slmap,UP,2.4268010944940483
Kctd12,UP,2.4257509458128976
Pip4k2a,UP,2.4240770844730615
Slc29a3,UP,2.423808426225737
Gm19522,UP,2.4227957165774283
Ganc,UP,2.422153181471822
Cybasc3,UP,2.4209430446945768
Kcnmb1,UP,2.420644147592852
Steap1,UP,2.4202675598843806
P2ry10,UP,2.413210054385069
Bcl2a1a,UP,2.410662799622574
Zfp187,UP,2.4102228199739595
Dtx3l,UP,2.408605747504789
Pon3,UP,2.4082601450603986
Pllp,UP,2.407824150116153
Sec16b,UP,2.407261715090351
Ces2g,UP,2.4009550876181955
C1qc,UP,2.40066026515322
Gzmb,UP,2.3999253781126697
Atp8b1,UP,2.3977528749690213
Rin2,UP,2.3928615315276787
2610203C22Rik,UP,2.387325568773701
Slc7a7,UP,2.38727180095803
Angptl1,UP,2.382818566557254
Asah1,UP,2.3810772240187488
Mavs,UP,2.3796697799496007
Nck1,UP,2.378586925648271
Plekha2,UP,2.377599946236726
B4galt4,UP,2.376162809859056
Zfp964,UP,2.375847390127182
E330020D12Rik,UP,2.3735017777902643
Pigv,UP,2.3733630321789123
Ebf3,UP,2.3730126129246583
Lcp2,UP,2.372036779695475
