,pvals,direction,sig,logdiff
1700029F09Rik,0.012925003416652045,UP,-3.0186602053501588,1.2993426687861387
Slc10a6,0.004820934603184417,UP,-3.603360727673005,4.171594958059641
Bcl2l12,0.022362364123247047,DOWN,2.6987221437081077,-1.1573223109055661
Mff,0.014566885565013132,DOWN,2.9487056335019877,-1.6785533346060413
Pih1d1,0.041868332479566596,DOWN,2.3325435385273847,-1.0522014712651395
Snx24,0.0335491619069784,UP,-2.462212527936303,0.6341343217354574
Chst15,0.001714324069699432,DOWN,4.240773880752939,-0.9073286430771721
Ddx10,0.03364693916651067,UP,-2.460512384666165,0.4055805085676728
Cstf2t,0.0011497050017841028,DOWN,4.49627519960291,-1.154677087566007
Lamtor2,0.006782459260264138,DOWN,3.3990000140369743,-1.0042426260406077
Msr1,0.0023046267737805055,UP,-4.055098311519337,2.64282512551404
Slc22a8,0.0004403362255138664,DOWN,5.135966769288716,-2.842310520268381
Ren2,0.0022437026714951865,DOWN,4.071792695903261,-4.622288340187264
Ren1,0.0022437026714951865,DOWN,4.071792695903261,-4.622288340187264
Akap12,7.013301855128611e-06,UP,-8.4840464758241,3.9396037857538606
Glis2,0.0002883094664386309,DOWN,5.431437812726584,-3.1804400396793193
Wdr6,0.005023213005970418,DOWN,3.578620084803831,-1.7225453217355167
Siglece,0.006853226491361935,UP,-3.392823865524661,0.7127257565000491
Sf3b1,0.010248463839656852,UP,-3.154830077296164,0.5518678795919437
Gatsl2,0.0010541253637554046,DOWN,4.552565419825113,-1.1436299257207763
Krt8,0.0012548492210000656,DOWN,4.439810861136655,-2.8261304242043077
Ide,0.03349119579738832,DOWN,2.4632227440378163,-0.4907436008408381
Sorcs2,0.042775450416315454,DOWN,2.3199630982563457,-1.5339648484792843
Ankrd17,0.04638413567638887,UP,-2.272360663638992,0.3829894055430418
Sgpp1,0.004555728405053015,DOWN,3.637484440121567,-0.9300628854675915
Sil1,0.0004216132261554007,DOWN,5.165885294817524,-1.1477736535374217
Rnf114,0.02836564170236676,UP,-2.5601547674438945,0.9981598654703133
Glce,0.02127821156038383,DOWN,2.727673463541839,-0.5113146679561631
Srebf2,0.04682376300209812,DOWN,2.266809138469489,-0.4554234868863582
Snurf,0.008316446788422038,DOWN,3.278040780993064,-1.6030887235059217
Fam158a,0.005910764327584139,DOWN,3.481054602397857,-0.9651055310638199
8-Sep,4.2951384070939626e-05,DOWN,6.880533882562253,-0.8656452614954911
Nudt19,0.0243162014026866,DOWN,2.649924634087508,-1.0504414230071646
Krt23,0.007915118836012798,DOWN,3.307315123739453,-3.2045124602917525
Aff4,0.003794627293209928,UP,-3.7482642451940342,0.6784670957815122
Klf7,0.00024128023466727847,UP,-5.558331750771233,1.2151743254526985
Derl2,0.03574584517771682,DOWN,2.425143480047173,-0.6305394020666696
Eif4h,0.006199411075823835,DOWN,3.452571605259143,-0.8149915254339825
Spred1,0.023811306389304825,UP,-2.6621485846064212,0.538513604916622
Laptm4b,0.0385655992611563,DOWN,2.380710452876871,-1.141063923248981
Vangl2,0.006282677245992338,DOWN,3.4446096589785626,-1.3621632879055703
D17H6S53E,0.01491656141269725,DOWN,2.934844278259318,-1.1210190227139638
Crispld1,0.0001937516021150368,DOWN,5.716922885182451,-1.7336674091744046
Rab3d,0.0005625292204487396,DOWN,4.968957727212542,-1.4968433282445786
Ppp1ca,0.010036136472543759,DOWN,3.167149468790703,-1.2086628517021907
Dpp7,0.0034878235141861534,DOWN,3.7996467933893467,-1.5343880725980485
Rnf123,0.022589818624918746,DOWN,2.692826751546801,-0.6331661204355685
Plvap,0.0045301571579026015,DOWN,3.6408832386250354,-2.336191910821595
Mtap1a,0.005452316830930255,DOWN,3.5293939784810253,-1.4986054280606758
H2afv,0.0006676863307326563,DOWN,4.8536845589623,-1.6325642033189718
Lsmd1,0.03875880086626212,DOWN,2.377783680387641,-0.9842278775577971
Klhdc8b,0.0039732569352806885,DOWN,3.72030785219961,-1.5146661595208388
Zfp687,0.00865008475022673,DOWN,3.2547890073936636,-1.0706220173888064
Fam55b,0.0003885568884408587,DOWN,5.2223467010229285,-4.2286565711471304
Dnajc21,0.02873652743129712,UP,-2.552580129559045,0.5731729601480154
Gpr108,0.00389235426651264,DOWN,3.7328036607774284,-1.0694330635311708
Ndufv3,0.007754286191303701,DOWN,3.3194779881381646,-1.4812107265139551
Htra3,0.038981324758395296,DOWN,2.374430351096724,-1.4775620439960695
Sf3b2,6.863492252518788e-05,DOWN,6.503660437197527,-0.736479617547276
Mmab,0.00186328802408008,DOWN,4.188195815900439,-1.1479096309944983
Mccc2,0.04290479449861942,DOWN,2.3181904880457975,-1.0163799312700452
D730039F16Rik,0.004725631610542333,DOWN,3.615393509842924,-2.030364301999481
Tmem50b,0.0008059112536729754,DOWN,4.728576124955951,-1.2569111446576051
Rdh12,0.01107824134294018,UP,-3.109068243067697,1.4669315074895026
Lbh,0.00015718554892079945,UP,-5.870520559831439,1.0841172456348764
Lrrc42,0.009016887348629439,DOWN,3.2302659897084913,-1.0552069163683884
Trim35,0.009000786746108923,DOWN,3.2313207546148504,-1.0434324043512222
Ddit4l,0.049999656655064006,DOWN,2.228142902313029,-1.2202003433410293
Dhx58,0.0009449528969430271,UP,-4.6238897228532,1.5831198191729632
Zfhx4,0.03338080231467379,DOWN,2.46515142168361,-1.10535062738399
Klrb1b,0.025106112660240498,UP,-2.6312991039189697,1.803139211840264
N4bp1,0.02455482707356831,UP,-2.6442351637772483,1.2465545515135166
BC004004,0.023797717197135894,DOWN,2.6624811551094054,-1.1062513599590864
Inpp4a,0.03117591294501867,UP,-2.5050501804673524,0.3036132890245774
Pofut2,0.04890908995170771,DOWN,2.2411455648505965,-0.6897008126684824
Sesn3,0.044540424982904274,DOWN,2.2962128286156744,-1.003592604660809
Parp9,0.0012010131047640123,UP,-4.468068248849953,1.2330081624701952
Cpn1,0.02558830213956522,DOWN,2.6202143966313316,-1.966468816231237
Niacr1,0.028715455483823205,UP,-2.5530078799366374,4.1779646110401165
Kank3,0.001246405530521495,DOWN,4.444156972636851,-2.1153587577752386
Lrba,0.0032702532035559103,DOWN,3.8390316656818593,-0.5721573275535555
Ifitm2,0.04183392233634846,UP,-2.3330259721493185,1.4890045328844264
Igsf6,0.03976049237195894,UP,-2.3628344590158656,1.60410151285168
Slco1a4,0.00015638497637928642,DOWN,5.8743005035160305,-2.2308760523463236
Gys1,0.012795865687785114,DOWN,3.024540398087236,-1.6047701877423453
Nfkbiz,0.0011164679982788625,UP,-4.515268193877537,1.080177421077062
Gins3,0.031502615279181176,DOWN,2.498965759400263,-1.5073969289472473
4930562C15Rik,0.02376931131557099,UP,-2.663176949705707,2.047404704015703
Mctp1,0.007674734878004503,UP,-3.3255903522251113,0.8218883674532372
Rictor,0.0008404723587756653,UP,-4.70085736826922,0.8561461871266096
Tspyl4,0.00568468813115269,DOWN,3.504387507944479,-1.4306769197283717
Cygb,0.031394183598923806,DOWN,2.5009782243699763,-1.6545825903236062
Cdk5rap3,0.0019123723825796221,DOWN,4.171836263871535,-1.4327905720709004
Tada1,0.003968810525878078,UP,-3.720987706440848,1.7909173320254645
Setd8,0.049548916448646334,UP,-2.233483448187694,0.3629001049919139
2900092E17Rik,0.026510077096356555,DOWN,2.5995914068999273,-1.0199070283917184
Dync1h1,0.0469587176049885,DOWN,2.265115094326667,-0.2509160684834376
9130019O22Rik,0.030019750825410762,DOWN,2.527100305456476,-1.0151237305984078
Nadsyn1,0.025701213975911946,DOWN,2.617648816602548,-0.9597710511998943
Wrnip1,0.0002622542535755867,DOWN,5.498732429528953,-1.5605111417636135
Rrp7a,0.004926199412429201,DOWN,3.5903541026564767,-0.9157634558688879
Zfp654,0.04678317316674156,UP,-2.267319576318363,0.443471734740542
Slc25a35,0.034617024237200984,DOWN,2.443903363247151,-0.9409500774965529
Slc35f2,0.002420885107952431,DOWN,4.024489948794361,-3.3033323725471595
Slc39a4,0.0021701191223072935,DOWN,4.092602913877741,-1.6320981556659742
Cnpy3,0.012781062800298695,DOWN,3.0252182908837284,-1.2125557716329076
Jmjd8,0.001917065892977155,DOWN,4.170295158155646,-1.7073711716870978
2010300C02Rik,0.002679038916335419,DOWN,3.961706320383035,-1.9584982091832899
Tmub2,0.03425450525756053,DOWN,2.450055878126401,-0.8492238253593823
Sulf2,0.018319508832149372,DOWN,2.814923990378373,-1.2020174242668262
Alkbh4,0.008420592696789452,DOWN,3.2706812812058113,-0.9760925464232755
Ppp2r2a,0.006333182299486934,UP,-3.4398333276714497,0.7531725707978524
Zdhhc13,0.04961127155511998,UP,-2.2327418491255036,0.8011624360673415
Tmem106b,0.005181992786988712,DOWN,3.559913786089848,-0.7665776753266519
Cdadc1,0.006785975381120558,DOWN,3.3986915803427453,-1.348116749422142
Mad2l2,0.0016688673647889775,DOWN,4.25778194054975,-1.1738157400348912
Epn3,0.006700070056894785,DOWN,3.406274827394189,-1.7039392834912155
2310001A20Rik,0.04214235413964985,DOWN,2.328715466502451,-1.334226822656733
Acsl5,0.0021723924287915864,UP,-4.091948962414127,0.7326925254765725
Mlf1ip,0.027924116401036904,UP,-2.569301227483822,0.9841715403853071
Ppapdc1b,0.0012756434549641802,DOWN,4.4292382751985135,-1.406495510134924
Nkiras2,0.03545257473298282,DOWN,2.429960742995879,-0.9859512590536966
Myh14,0.03922569411028842,DOWN,2.3707693300336974,-1.387776782460004
2400003C14Rik,0.0017851536785835889,UP,-4.215197691977789,1.8488788806775311
Napg,0.044323678318919105,UP,-2.299079655381631,0.47706884473944244
Lass5,0.04908323950641074,DOWN,2.239050514914907,-1.2135046835920198
Endod1,0.01240195656268612,DOWN,3.0428571322484994,-0.48655821095947277
Itfg1,0.03577580440068585,DOWN,2.424653557227868,-0.947306496541908
Tube1,0.001978162686457169,DOWN,4.150588928348756,-2.9828535799609477
Adck1,0.023937644900554014,DOWN,2.659065720512273,-1.16621732134723
Brap,0.025357255742088716,DOWN,2.6254995514728687,-0.34991678474462484
2510003E04Rik,0.009069570364698158,DOWN,3.226828137378082,-0.8101943262804857
Ttc30b,0.020865018327596182,DOWN,2.7390982471235343,-1.1684545125834853
Rab38,0.0035490564416429267,DOWN,3.7890242895116746,-3.3260819009768956
Pan3,0.012203618783454728,UP,-3.052305326393924,0.6040196299705571
Zufsp,0.0015069710809125338,UP,-4.322592942106358,0.8994926188632637
Uaca,0.006315768435672147,DOWN,3.441475718366334,-0.5658008296640767
Utp14a,0.0013926878762293674,UP,-4.372936240662591,0.923414081900222
Exosc6,0.03126595992663406,DOWN,2.5033669032147756,-1.1613689322112568
Tmem55a,0.0022247911776549128,DOWN,4.077071826533626,-1.4272022085065161
Setd3,0.018412860629610235,DOWN,2.811960693619769,-0.8047590866861234
Tmem87b,0.005626514980621188,UP,-3.510547013515899,0.8267374297299215
Naa50,0.027520843870170328,UP,-2.577781557471864,0.693509394650936
Atxn7l1,0.012966339895162717,UP,-3.016790600638876,1.1149834138262038
Pgm2,0.021138567327961405,DOWN,2.7315095484283516,-1.404979797064286
Slc37a3,0.005608629131892602,DOWN,3.512454075395316,-1.5591720158223596
Ccdc123,0.032479850136311404,DOWN,2.48113106382172,-0.891222965995445
Wdsub1,0.01852754172846394,DOWN,2.8083409742492904,-1.1830341084454687
Pygo1,0.008196702064821109,DOWN,3.2866205846395053,-1.74738717964771
Rusc1,0.03253847358421277,DOWN,2.48007807857019,-1.0088827634378248
Ndufab1,0.006308863037114585,DOWN,3.4421282985320243,-1.9592956542255244
Tram1,0.02494252247762436,DOWN,2.6351080055166105,-0.7710932820053035
1700030K09Rik,0.012032766888394494,DOWN,3.0605704612926874,-1.1607801649519414
Mms19,0.0062578876761358,UP,-3.4469685863365305,0.9599722216275004
Dym,0.049140300332078654,DOWN,2.2383656264052765,-0.3948130675276425
Iqgap2,0.04916338243116841,DOWN,2.238088795494821,-1.0502093805514316
Nipbl,0.025974005138821046,UP,-2.6114964750086775,0.44881548864318754
Ankrd40,4.976503922831204e-05,DOWN,6.760609229713521,-0.9400785967887029
Kctd6,0.0354056071640425,UP,-2.430735868239663,0.5756474179252657
Rcbtb1,0.0015042290326465473,DOWN,4.323752995146068,-1.1193188931921927
Rassf8,0.020753006409063548,DOWN,2.7422344759541564,-0.8976777258686975
Fsip1,0.04849340820833955,DOWN,2.2461756030382483,-3.039902428391895
Usp15,0.012499275209775892,UP,-3.0382773064491753,0.48374599277459096
Nsun7,0.008664348238197443,DOWN,3.253815607933529,-2.4692998086380338
Ttll7,0.02232771361614214,DOWN,2.6996255125606137,-0.9917335665366747
Adam30,0.01474150793764033,UP,-2.941741838142241,4.537898869130947
Wdr16,0.012020879835356584,DOWN,3.061149952125657,-1.2222809240898649
Pdgfd,0.01488362152271062,DOWN,2.9361359076292888,-0.9965353389586996
8-Mar,0.010825191969774484,DOWN,3.12264186218969,-1.1391340835916866
Tha1,0.01045063999336127,UP,-3.1433400219691037,1.859501281908053
Shroom1,0.006956657240090655,DOWN,3.3839144442410416,-1.9100023504714616
C2cd2l,0.011066617547188157,DOWN,3.1096847748331236,-0.8784497491392478
Coasy,0.0019946676253029586,DOWN,4.145375226024331,-1.7800129952566994
Fam54a,0.011800486656171163,UP,-3.072001184345719,1.6231604897212704
Pdia6,0.026900216435708835,DOWN,2.591076786437887,-1.033816324827796
1700003E16Rik,0.022492098013331557,DOWN,2.6953522621055064,-2.942009331443342
Caskin1,0.03290368643082872,DOWN,2.4735600188056845,-1.2217716815829232
Rhpn2,0.005351232154524282,DOWN,3.5406189622314725,-1.8934624946524672
Alpk1,0.00040985367260453707,UP,-5.185411309280346,1.6074195727092595
Ifih1,7.603863017678704e-06,UP,-8.407076803078363,2.1082837359366695
9130008F23Rik,0.033235991697968696,DOWN,2.4676909497715034,-1.2134586280167794
Afmid,0.0008072461685463017,UP,-4.727482229009598,1.2205677405711546
Cyp2u1,0.014182327969462958,DOWN,2.96434478203419,-1.4569524187176242
Ppp1r12a,0.030513087948262217,UP,-2.5175904935822286,0.477878950675542
Lrwd1,0.01845539645090444,DOWN,2.8106154790458953,-1.42317336965844
Dram1,0.0033017675007392285,UP,-3.833160158222955,2.48862596486345
Syde1,0.004700410288189243,DOWN,3.6186201237491282,-1.538980528900862
Ubiad1,0.01796139618106932,DOWN,2.8264345294626088,-1.0467749697108988
Pnpt1,0.002217562753153903,UP,-4.079102104101304,1.2198051173514874
Atp5h,0.01721839833557036,DOWN,2.851072613883695,-1.1826298182237018
Ppme1,0.005433234984773846,DOWN,3.5314963193209885,-1.4889222453359843
Car10,0.047397346592809045,DOWN,2.2596415269772283,-1.1431314544074311
Cxxc1,0.027221378975046114,DOWN,2.5841591628353298,-0.9189993353765484
Zc3hav1,4.600594278281516e-05,UP,-6.8244005399884475,1.4028115474395202
Usp20,0.00019132192003601056,DOWN,5.7261231830540735,-1.4547029041932082
Aven,0.030040257613108155,DOWN,2.5267019361052796,-1.1984111647383762
Tspan17,0.018345360801156188,DOWN,2.814101842961486,-1.4802359979065154
Iqce,0.03441632496178042,DOWN,2.447301666741211,-0.6642773252673442
Gcc1,0.003868010243500947,UP,-3.7366167578613494,0.8067339482667579
Lonrf3,0.021077873407668504,UP,-2.7331847624840906,0.5981951068257392
Smchd1,0.010940391803660304,UP,-3.116422762479955,0.40456054735529084
4632415K11Rik,0.0019828988773853543,DOWN,4.149088155558288,-1.3362687544021166
Crtc2,0.03556529087789987,UP,-2.428104650636002,0.8845077058164209
Tmed5,0.003199627474511317,UP,-3.8524078174190213,0.6950663579105509
Snx19,0.03695813217721062,DOWN,2.405633776327077,-0.28670168790702044
Slc35f5,9.157940578470504e-05,UP,-6.278668986867556,2.2093340224896214
Tm9sf1,0.00020062362357563534,DOWN,5.691556961005794,-1.3443686034521816
Cyp2s1,0.007525429139478787,DOWN,3.337240535444799,-2.015230741665216
Dmgdh,0.0026480178686231213,DOWN,3.9689071584683293,-2.9410041905738535
Tmem43,0.0067360712585256164,DOWN,3.403084689792423,-1.645330130484104
Cbx6,0.0010972460949891611,DOWN,4.526527682819687,-1.8836478562039056
Dcaf6,0.03424450440583574,DOWN,2.4502265149554687,-0.628438769669796
Gga2,0.0065426159264716155,DOWN,3.420438358887749,-1.422122999601126
Nebl,0.04320680052860668,DOWN,2.3140717900772096,-0.9479947208330817
Dnalc1,0.008586269998209321,DOWN,3.2591642752286427,-1.0288433833810933
Katnb1,0.0054017543077399125,DOWN,3.5349814880420434,-1.508363401327013
Scara5,0.0049969965661166935,DOWN,3.58176766700043,-1.6401285526577132
Lrrc48,0.008756159437425175,DOWN,3.2475891534048658,-1.3970812369943126
Abcb8,0.003993519417760589,DOWN,3.7172197333562615,-1.6211129345027153
Mlkl,0.00029911760004518997,UP,-5.405413276922656,2.3566026183622473
Pck2,0.003779946302407302,DOWN,3.750622627550144,-1.1167449472173876
Lmbr1l,0.00622914838525187,UP,-3.449715485426052,1.684043002978622
Pik3cb,0.028857495439106377,UP,-2.5501305374637684,0.49195108224600587
Klc4,0.047306921809733525,DOWN,2.26076589256167,-0.9500412866895197
5830415F09Rik,0.036443954837484964,DOWN,2.4138307278073956,-0.8321658500809569
Ddit4,0.028403740625198872,UP,-2.559372156633183,1.63556337822788
Pcf11,0.006814096381768056,UP,-3.396230729578111,0.7639483518570266
Stx11,0.009376399307289738,UP,-3.207204288635342,3.5555341389425243
Nipal3,0.0006665312131874489,DOWN,4.854842861845692,-1.32510553752075
Ppapdc2,0.017709828258537903,DOWN,2.8346596323041813,-0.7846153020315603
Efhc2,0.005011881363892057,DOWN,3.579978479851182,-1.3376732434522451
Cyp2j9,0.006890223148380134,DOWN,3.3896211659044697,-1.6077590343933694
Gorasp1,0.0009875262278796393,DOWN,4.595084593035962,-1.3810012950582533
Batf2,0.047709505037049536,UP,-2.255775972460141,1.4342875296919915
3110082I17Rik,0.03026892614878836,UP,-2.522277911804266,0.8233741206479774
Larp1,0.03785181352247602,UP,-2.391649376124563,0.5072219865778167
Gulp1,0.04231416456407129,DOWN,2.3263276375861803,-1.2337448887697693
Prrc1,0.0007104351206402783,DOWN,4.81225489827198,-0.8160031097428633
3110003A17Rik,0.0014954293624415008,UP,-4.327490926214532,2.127578395588403
Fut11,0.03321120400838389,DOWN,2.4681267414362424,-1.1221753103287693
Dcbld2,0.0013663808949348957,UP,-4.3851430858628335,0.8541344325808299
Calr3,0.0173975459565779,DOWN,2.8450352669172863,-1.6645147268138265
Glrx5,0.03744953178831869,DOWN,2.397903812063297,-0.9024850196140822
Adipor1,0.01225745924023172,DOWN,3.0497251539092547,-0.9861734001552203
2810030E01Rik,0.005226327223166154,DOWN,3.554796756024767,-2.64032045794195
Dis3,0.011386153768254241,UP,-3.0929725429188006,0.8790451202874855
Mob2,0.0003453091247250542,DOWN,5.304508162186831,-1.685922232827181
Hspa12b,7.504879480117171e-05,DOWN,6.433419553038073,-3.3356032449779627
Tmem138,0.04144723803246637,DOWN,2.338474092395919,-1.308688093394352
Ccnt2,0.017233319698509695,UP,-2.850567343854368,0.5508203726576252
Setd5,0.04709831251824715,UP,-2.2633677599145177,0.3388942828021621
Zdhhc4,0.021717505603231997,DOWN,2.7157683395564978,-1.0223750441624717
2900006K08Rik,0.03925420340800437,DOWN,2.370343671879227,-1.1319278036357248
Cxx1c,0.011320986773227475,DOWN,3.0963416777136628,-1.526001679646859
Mblac2,0.032452693670386105,DOWN,2.481619479555579,-1.113517472222994
Herc3,0.020347564757624594,DOWN,2.7537302055898842,-0.9824066668743698
Irak3,0.03209942266938111,UP,-2.4880101484793444,2.9506834130027415
Zdbf2,0.022755046815386884,DOWN,2.6885813176525186,-1.2855331037115645
Eif3k,0.009613936206943946,DOWN,3.1924591363264923,-1.3265249261776662
Klraq1,0.001226864141700322,UP,-4.454335895870873,1.2580527737751566
Arsg,0.008157850097526563,DOWN,3.289432075407547,-1.7417950431118143
Npl,0.01002239655155973,UP,-3.167955836343386,1.3151996235553511
Paqr5,0.003126809616274511,DOWN,3.866526360484084,-0.952473568981976
Ttc21a,0.01141069459425232,DOWN,3.091708880308806,-1.3288365979770078
Pacsin3,0.0032279839079089045,DOWN,3.847000515850604,-1.7696309383265818
Esyt2,0.019811187746500442,DOWN,2.769296915083391,-0.5119638947707392
Pex26,0.016634721274178157,DOWN,2.8711920284378807,-0.7802707961217699
Nfam1,0.012774051325637427,DOWN,3.0255396576721028,-0.7255570799548494
Rin2,0.039975983876706825,UP,-2.359666637370076,0.5393588687668898
Ms4a6c,0.0004272228300930159,UP,-5.156774860873177,2.4536685080409955
Rasip1,0.005288952673756204,UP,-3.5476448127832008,1.4173351194966153
Zfp763,0.003777934222295929,DOWN,3.750946596153073,-1.2885859417755845
Smap1,0.03181054695987699,DOWN,2.4932877052046907,-0.3135115308647147
Cybrd1,0.04483145702086466,DOWN,2.292384710849849,-1.1149887645591867
Cby1,0.005974461551245308,DOWN,3.474647185305276,-1.5923210140496364
Haus7,0.04078516403698896,DOWN,2.3479184475894903,-0.9665310931201189
2410091C18Rik,0.002145850370923163,DOWN,4.099629411971243,-1.1332170072830445
Glipr1,0.0017555191462788277,UP,-4.225766085866256,1.6677757505356055
Zbtb8a,0.016026073594915993,DOWN,2.892946389588016,-1.6643697698338935
Prcc,0.017617329290410492,DOWN,2.8377135707584933,-0.7604319553328012
Pcdhgb1,0.0434183130030337,DOWN,2.311203879603346,-0.8496118153424842
