,pvals,direction,sig,logdiff
Gpr84,0.01144776250048507,UP,-2.748328413426951,2.1486665695911
Gatsl2,0.004085312677560205,DOWN,3.1889254924031496,-0.8593406967617105
Krt8,0.00945979534360822,DOWN,2.8314521362972624,-1.502294977733695
Ide,0.039523060635292456,DOWN,2.182712219157225,-0.33560049723759994
Sgpp1,0.016297909005466734,DOWN,2.5920304204918456,-0.5778438936610211
Rnf114,0.0068166223741370794,UP,-2.972455054352968,0.8346357393113129
Dgcr8,0.04647353712831393,DOWN,2.1044265029529896,-0.4788352272648906
Glce,0.037946720685561625,DOWN,2.202187931498725,-0.4445614294886977
Slco2a1,0.03413514811520217,UP,-2.252497420951827,1.136660091467366
8-Sep,0.0014622953824749063,DOWN,3.61311311942303,-0.7462803219304294
Nudt19,0.028128379957043027,DOWN,2.343280585623548,-0.6682206628873909
Aff4,0.029001332635625432,UP,-2.329043782570126,0.41442092396979574
Klf7,0.0012136174290288853,UP,-3.6890275005159867,0.9403254308368197
Derl2,0.017201266293286267,DOWN,2.5678626874971653,-0.6826796729217622
D17H6S53E,0.031409452338249697,DOWN,2.291715054724528,-0.6858218060901152
Rab3d,0.017827862265131278,DOWN,2.551786580851342,-0.7085014495474091
Ppp1ca,0.00046030614157417616,DOWN,4.0807039616058,-0.9878755791344286
Dpp7,0.03612911064270132,DOWN,2.2255765115053143,-0.6748614417721746
Hamp,0.005241246577349223,UP,-3.0841000359589135,4.034042013523305
Mtap1a,0.02891067514855586,DOWN,2.330503860452944,-0.7939116720471538
H2afv,0.004373264433192848,DOWN,3.1603615295491347,-1.2673196063314571
Klhdc8b,0.0012443472966559175,DOWN,3.6788580147126737,-1.052787270252762
Fam55b,0.00018490680653846672,DOWN,4.446659426076503,-3.9609573801128826
Hist3h2ba,0.04901642708733854,DOWN,2.078400947633791,-1.5257567433981487
Cnih4,0.012930068564458382,DOWN,2.694817689199321,-0.7031722684853307
Rnase6,0.015764156389818044,DOWN,2.6069062154444715,-0.7832213946551098
Ermn,0.023187841472618865,DOWN,2.4324568380177722,-2.6685356084292464
D730039F16Rik,0.01822069842055143,DOWN,2.5419748327153537,-1.1286495788749007
Tmem50b,3.837888662503693e-06,DOWN,6.023167869977243,-1.149298421162366
Rdh12,0.006915732336935683,UP,-2.9662877255086855,1.0371354862367745
Cyp20a1,0.03304792097026466,DOWN,2.2677855950144585,-0.5844420320995706
Lbh,0.0001348462362042898,UP,-4.573240394865821,0.8969624535571109
Trim35,0.04813341439115248,DOWN,2.087298262052253,-0.5032518352040147
Ddit4l,0.021902389889381486,DOWN,2.45853751729836,-0.9969316882465407
Dhx58,0.0023390463509551144,UP,-3.4205452575695676,1.049683433862835
Klrb1b,0.00030258769142985103,UP,-4.249173393618816,1.5339412572615723
N4bp1,0.0066625335235462714,UP,-2.9822161347442826,0.9054150487406176
Parp9,2.4764722004758388e-05,UP,-5.2561656401693915,0.845468506985619
Cpn1,0.028100962021641404,DOWN,2.3437342763811,-1.2089903059076068
Niacr1,0.0024521893792453227,UP,-3.4010644870942244,3.6961445776978197
Kank3,0.0023275701537033852,DOWN,3.422572273664098,-1.4537965071497871
Lrba,1.0388044554672176e-05,DOWN,5.610828550425504,-0.5334687049990302
Ifitm2,1.84832529372312e-05,UP,-5.375142620069273,1.864632686703891
Igsf6,0.014995478718035669,UP,-2.6291808338556746,1.0794683393425082
Slco1a4,0.0019307580734755807,DOWN,3.499426382409196,-1.4169438997559871
Gys1,0.04511744489474207,DOWN,2.118832264491586,-0.770830798630769
Nfkbiz,0.0005623081283878854,UP,-4.000167390011538,0.8074222845873378
4930562C15Rik,0.011803870085825124,UP,-2.7349001362423593,2.137326543331258
Usp54,0.002225537429430588,UP,-3.4410350963055993,0.8851692946827066
Rictor,0.0024175575565617696,UP,-3.406932659158985,0.6071163840305017
Galntl2,0.009274252825851575,UP,-2.8400380512255787,1.4945720110219256
Cdk5rap3,0.023288308222402156,DOWN,2.430475267045585,-0.6892472450666931
Tada1,0.027980211980652623,UP,-2.345737204899968,0.6406898076763612
Wrnip1,0.0008412810498805622,DOWN,3.837604269496892,-0.9553000925269594
Rrp7a,0.043085593249855204,DOWN,2.1411623079646,-0.42176559180557877
Fundc1,0.014247321506041846,DOWN,2.6519147591025694,-0.5182535638631403
Cyb5r1,0.018200527503641664,DOWN,2.5424738060445966,-0.6898321744895862
Slc35f2,0.0014752774146223895,DOWN,3.609507088562261,-2.433750900158319
Cnpy3,0.03560645392044677,DOWN,2.232499755621774,-0.6546784709306578
Ddhd2,0.047327166686963754,DOWN,2.0955506562461923,-0.35806245969528233
Jmjd8,0.03134048427381081,DOWN,2.2927471313169425,-0.7419248048734493
Tmem68,0.020021076733949376,DOWN,2.4993891801628245,-0.5078984857441663
Sulf2,0.0015427675454136615,DOWN,3.591247891341553,-1.116235662923469
Alkbh4,0.0011811044587104374,DOWN,3.7000665336025014,-0.9544570417156313
Ppp2r2a,0.017233709955001432,UP,-2.567016976179115,0.49516740792372754
Tmem106b,0.007806569641247214,DOWN,2.9143642267099183,-0.5095859161631284
Cdadc1,0.02135094975924387,DOWN,2.470163151716834,-0.7548333667771081
Chit1,0.039093717936463795,DOWN,2.187946064765564,-1.4903422730366573
Acsl5,0.013037227150183385,UP,-2.6911771927342047,0.41395009100948943
Ppapdc1b,0.04094516833013642,DOWN,2.1657358960844886,-0.6502695417871982
Cpsf3l,0.02815171532698992,DOWN,2.342894769798132,-0.524803389356779
2400003C14Rik,0.0159236048205304,UP,-2.6024135468904315,0.9283256898129668
Lass5,0.02777841485513011,DOWN,2.349102283917237,-0.7597780283077438
Rpap3,0.01886353409806791,DOWN,2.5263367054015085,-0.6190119977106247
Adck1,0.03655963001248747,DOWN,2.2199417502763645,-0.8272567444388627
Ceacam18,0.0078801645396425,UP,-2.910331478746116,1.9090643141446124
Pinx1,0.040835413327029474,DOWN,2.1670269624197536,-0.44583174435634737
2210016L21Rik,0.018593970105989465,DOWN,2.532832901200097,-0.7539071600164448
2510003E04Rik,0.012887747089839486,DOWN,2.696263313394193,-0.44434524183151847
Zufsp,0.001350353393786298,UP,-3.645578686967985,0.5513828965722111
Tmem55a,0.00209475475772482,DOWN,3.46594719482401,-1.0335714697520013
Setd3,0.0059151751491448076,DOWN,3.032859564068341,-0.5110754988231138
Tmem87b,0.03327275181959246,UP,-2.2645868876403563,0.41437016459305137
Prcp,0.01030101892194183,DOWN,2.7944284591917876,-0.7108019179301801
B3gnt3,0.01646764420878188,UP,-2.5873953850622855,1.0201127902170841
Atxn7l1,0.011709680565806884,UP,-2.738414241969697,0.8271246155615681
Thumpd2,0.007157122862976252,DOWN,2.9516134640160163,-0.7370333801830276
Pgm2,0.010902939848662445,DOWN,2.769657513594629,-0.7713118859437649
Zbtb46,0.04391875189747779,UP,-2.131893640949202,0.8105262136990199
Slc37a3,0.0015150107148711538,DOWN,3.5986606785802047,-1.345745336366635
Wdsub1,0.047074652599458575,DOWN,2.098161189691563,-0.6182773597322763
Nkd2,0.03282734992709432,DOWN,2.2709430443673577,-1.0935002121533342
Tram1,0.0008320590183282582,DOWN,3.842061739680648,-0.74290605913169
Eri2,0.04947724996227203,DOWN,2.0738144518742736,-0.3238649999268469
Mro,0.049070632080087086,DOWN,2.0778594577377265,-1.657589368873001
Ankrd40,0.023393122390867868,DOWN,2.4284163596573065,-0.4976294508762045
Rcbtb1,5.326451226640013e-05,DOWN,4.946482675282394,-0.8453034798154431
Rassf8,0.0017279444612272087,DOWN,3.54490501811486,-0.7061626511754119
Arhgap19,0.032736698146944694,DOWN,2.2722463294254,-0.7511106455664992
Adam30,0.03990348148444271,UP,-2.1781175478448453,2.0914347720581183
Naa40,0.04787763393181804,DOWN,2.0899028206999786,-0.6900807994575417
Trnau1ap,0.011658709995759176,DOWN,2.7403270510351083,-0.8394799977790747
Tha1,0.00012932929433429166,UP,-4.589993809330421,1.7453173363678869
Shroom1,0.004476212348993325,DOWN,3.1505884918517135,-1.4271578164867222
Gramd1a,0.008320501810798719,UP,-2.886927912940458,1.1932679438549818
Coasy,0.004863446982732249,DOWN,3.115672989017008,-0.9909585685443584
Fam54a,0.030692129721424922,UP,-2.302552327047578,1.2897166331850756
Pdia6,0.007133203873019709,DOWN,2.9530462123432732,-0.7648890747522491
Dcaf7,0.03653956644000208,DOWN,2.2202030060608395,-0.4915219203056016
Tmem50a,0.018279925559643438,DOWN,2.5405126874057684,-0.6648290193790628
Rnf180,0.033512848480249935,DOWN,2.2611926795133366,-0.4542442542369761
Alpk1,6.286566540346613e-05,UP,-4.8797418862716135,1.3830788729759331
Ifih1,1.001263336575106e-07,UP,-7.609456113909454,1.857754247654911
9130008F23Rik,0.04848070256303574,DOWN,2.083781664342488,-1.322223773958389
Afmid,0.02445433593470476,UP,-2.408037615699869,0.728790749003274
Lrwd1,0.011515424500303607,DOWN,2.745746876620123,-1.1037164861206346
Dram1,1.314209645736434e-05,UP,-5.514407835000396,2.0884439711134037
Syde1,0.038017678896601216,DOWN,2.2012956263330765,-0.8226983677434802
Slc46a3,0.0016537345521174924,DOWN,3.5628638597372198,-0.6610850754190342
Arhgef3,0.023024713919847017,UP,-2.435691292157395,0.3961142234677769
Pnpt1,0.0005730916953255305,UP,-3.992517298876141,0.8909292294852624
Ppme1,0.0021639225832091697,DOWN,3.4525885412447264,-1.165603509203187
Zc3hav1,1.9791557928007553e-05,UP,-5.347291024567303,1.1723246460290144
Usp20,0.008675607854470685,DOWN,2.8688987798096965,-0.6727812718130396
Aven,0.0029550838396389134,DOWN,3.323896968614189,-0.9582699571661151
Armc1,0.026846935779609265,DOWN,2.3649324515122934,-0.5117731732672584
Iqce,0.00981525302487678,DOWN,2.8154411392052294,-0.6908010292295189
Cltb,0.04264222359203523,UP,-2.1461606756710165,0.47922264639008744
Gcc1,0.00011755696994992429,UP,-4.62827716005101,0.7669546275212641
4632415K11Rik,0.015580186073970468,DOWN,2.612143038015514,-0.8202379201645846
Crtc2,0.03934936474275569,UP,-2.184823410178309,0.6035807600486595
Tmed5,0.013381416090262872,UP,-2.6796718301407703,0.38587818095386234
Snx19,0.01829078821274735,DOWN,2.540244999835779,-0.32129662855185775
Dnajc14,0.039763291941726564,DOWN,2.17980611045093,-0.40660233470943635
Slc35f5,0.0003769495516197097,UP,-4.16097677804014,1.778680776101478
Robo4,0.0010505158905997586,UP,-3.747641936762695,1.4709027685257852
Tm9sf1,0.0028769647949775812,DOWN,3.3350037039943103,-0.9241757787074936
Sash3,0.04002803222763527,DOWN,2.1766218458682385,-0.4451981420457111
Tmem43,0.005967334679419596,DOWN,3.029131077571386,-0.989909218441397
Cbx6,0.016691509929940666,DOWN,2.5813500817135133,-0.9650748075760225
Gga2,0.0008943760019247614,DOWN,3.812843276659468,-0.9953547541602624
Dock8,0.02884873757028299,DOWN,2.3315038086400315,-0.495235451273608
Cep97,0.023469997382255237,DOWN,2.4269116896103204,-0.6687632812880783
Elp3,0.03009310607575338,DOWN,2.311781407253678,-0.5300441854600896
Rnd3,0.0010060771485056043,UP,-3.76517060239363,1.459065023452847
P2ry13,0.00017512535372413485,DOWN,4.468447077339603,-0.5950908791462457
1200009I06Rik,0.0012546971287127847,UP,-3.6754884397724603,3.6116863781175006
Katnb1,0.032202333017070796,DOWN,2.2799964099454675,-0.9119360061690194
Scara5,0.015524892998014567,DOWN,2.6137283184706326,-0.8874359274209354
Tmem81,0.008980950059067128,DOWN,2.853949443579175,-0.9546855898767135
Scrn3,0.027847706006773935,DOWN,2.3479442910926425,-0.537539230558068
Sppl3,0.04254569047274471,DOWN,2.1472551551816226,-0.5620344023105699
Mlkl,4.831899891862501e-07,UP,-6.907727281507035,2.032447013118023
Pck2,0.004915232419436196,DOWN,3.1112083134982536,-0.8448092284485397
Lmbr1l,0.03432072591487547,UP,-2.249932332116967,0.8406513400218865
Klc4,0.03936726939660507,DOWN,2.1846053982980753,-0.6332011856854494
Nat15,0.025254999470632,DOWN,2.393195898906871,-0.41211588314623665
Pcf11,0.030702059275363208,UP,-2.3024007374318853,0.4278634563373025
Stx11,1.2308094371212547e-05,UP,-5.541256278495514,3.6870955034048962
Nipal3,0.01148618132506159,DOWN,2.746860839364697,-0.7146176545648887
Tmem168,0.0263061370715717,DOWN,2.3743565387292285,-0.45890857688616243
Gorasp1,0.009475402914027785,DOWN,2.8307372153657218,-0.7493675965097266
Batf2,0.004429836970015192,UP,-3.154963849046497,1.4637555259514283
3110082I17Rik,0.002114861209809059,UP,-3.462020078480907,0.8618285563642631
Cenpv,0.009669262238048034,DOWN,2.8219493280460037,-0.783554658875236
Prrc1,0.03412056546829412,DOWN,2.2526995226781734,-0.47637334744205195
Prkcdbp,0.005709874141409311,UP,-3.0478482448704725,1.1579320486863185
Fut11,0.015774942671829894,DOWN,2.6066009580539045,-0.7604483687335678
Gtpbp5,0.04446098549439359,DOWN,2.1259460720959016,-0.6723012918030103
Dcbld2,2.544831871516929e-06,UP,-6.1954769827539335,0.9169815924219836
Rhobtb3,0.04152737564325307,DOWN,2.158939100109036,-1.1035457944346925
Ccdc18,0.03531362930048065,DOWN,2.236419064395459,-1.1530577869071093
Zfp248,0.02716915389342097,DOWN,2.359400113822181,-0.7369504115599412
Adipor1,0.0007592193081346594,DOWN,3.879086598721126,-0.7757774121671905
2810030E01Rik,0.0006764109420320369,DOWN,3.9257054841330468,-1.9071870990423396
2700097O09Rik,0.04677024796084958,DOWN,2.1013249168626427,-0.46729891042798544
Ccdc12,0.019681759108709947,DOWN,2.5071349563698186,-0.8326864387320857
Mob2,0.003286932472408126,DOWN,3.279691031975778,-0.8589121668622655
Hspa12b,0.00024625683685022083,DOWN,4.331791871247587,-2.2473710451453064
Sass6,0.011494852467486516,DOWN,2.7465302494059873,-0.7049088850328862
Tmem48,0.017441783876134632,DOWN,2.561628203213978,-0.8677985678417209
Tmem138,0.02004928042803617,DOWN,2.498750868121748,-0.9335168160503524
Ccnt2,0.044464667801514056,UP,-2.12590590567818,0.29166291908707587
2900006K08Rik,0.034290771185943855,DOWN,2.250345515455227,-0.7631735125401987
Cxx1c,0.030241749309386393,DOWN,2.3094756961687275,-0.8680678594857097
Irak3,0.0006034073664804482,UP,-3.971751437362956,3.0346205721549295
Klraq1,3.6605189441432325e-06,UP,-6.042943143207591,0.9963905189793879
Npl,0.011407509349036579,UP,-2.749871061933154,0.8121045575817879
Nfam1,0.0022786865668967347,DOWN,3.4313170943935853,-0.8005342009164169
Ms4a6c,1.0637785272838998e-06,UP,-6.566111545746592,1.8657085003353586
Rasip1,4.6511538499197425e-06,UP,-5.943023280053475,2.2545151914743062
Zfp763,0.010195290903900504,DOWN,2.7989206679490914,-0.7959179142970536
Cybrd1,0.024542325992007175,DOWN,2.406384805626503,-1.2927471512707231
Cby1,0.0056433135670275174,DOWN,3.052818994398374,-0.936789803265989
2410091C18Rik,0.00033671863426926917,DOWN,4.206287101419237,-1.1110064507108957
Glipr1,0.004883491965155628,UP,-3.1139394045438724,0.7536939364247658
Zbtb8a,0.0004433974443130295,DOWN,4.095749274699491,-1.2841461918413974
Ccdc92,0.03143574289976714,DOWN,2.2913221733983837,-1.1905873412256416
Slc24a1,0.015881627953253333,UP,-2.6035921983300367,1.3318535260615618
Depdc7,0.01806931619166506,DOWN,2.545732264919974,-0.4536932980873658
Chrna2,0.00687614265824438,UP,-2.968741068985315,1.6604740671391862
BC017643,0.002601164889771951,DOWN,3.3767089385024818,-0.6386640664089275
Rrp36,0.04547784820473277,DOWN,2.1149661639398474,-0.6121012023121564
Cyyr1,1.2366932110353136e-05,UP,-5.53930249163176,1.643333836357263
Otx2,0.04873574584838232,DOWN,2.081213457839477,-0.7539204990279326
Sgtb,0.045288231863784494,DOWN,2.1169967618714294,-0.6443203545844673
Heatr1,0.004735288607081822,UP,-3.126922212152201,0.8145574165805257
Mtss1,0.00916168937428011,DOWN,2.845326809367,-0.6970130548526176
Slamf7,0.0017638671023359883,UP,-3.536481312229612,2.2193816890709446
Mudeng,0.04331392396182879,DOWN,2.13860624839102,-0.4129357165083749
Tmem214,0.02104047200940822,DOWN,2.47683191112918,-0.6730228723894192
Zfp622,0.001953835235364993,UP,-3.494550890713074,0.8250230812401627
Snap47,0.03364146406956972,DOWN,2.2593835690322925,-0.8465284213849953
Sec14l2,0.01129803441888969,DOWN,2.7540927283697596,-0.5503830657114159
Eif3j,0.009675723140563579,UP,-2.8216593374964942,0.4730493598087735
Lmcd1,0.0007958777439949072,DOWN,3.860034281922642,-2.0385288365301015
Acat1,0.032123427469732686,DOWN,2.2811507386653695,-0.7555678279388497
Fcgr4,0.00017869216701108984,UP,-4.460364307750803,1.3910091470707262
Myrip,0.04738715719632875,DOWN,2.094932299727345,-0.7989674518767078
Lgi4,0.0065297375634594135,UP,-2.9908033863531425,0.7296065327922908
Stxbp6,0.033006207892095726,DOWN,2.2683812360006295,-1.0312129765948326
Spice1,0.0042253998957274795,DOWN,3.1747944151045107,-0.6297932396714883
Trib1,0.0008238267655820121,UP,-3.8460822051120123,0.9828473530730208
2610305D13Rik,0.013920356285613044,DOWN,2.6622044071046598,-1.26841917392449
Med17,0.0354555321652328,DOWN,2.2345160913762907,-0.5274465558598673
Aif1l,0.0142961411154801,DOWN,2.6503974811108537,-1.114383605857672
Eif3l,0.00026868201823072337,DOWN,4.296842799620339,-1.283614652785008
Tifa,0.005035362968727116,UP,-3.1010233113895898,0.44689293323327656
Lpcat3,0.03282834686202008,DOWN,2.2709287298693517,-0.6484276853287216
Lypd1,0.019843996696909238,DOWN,2.5034161068803207,-2.2792334023995915
Lims2,0.00048496784801598636,DOWN,4.059716184058582,-1.3769393889692805
Pet112l,0.023141029871895043,DOWN,2.4333828477268526,-0.6060208371785005
Mettl13,0.048370478439309396,DOWN,2.0848953308338785,-0.7630283016651526
Ndufs8,0.04338610456591837,DOWN,2.1378007428887713,-0.8690049196745128
Slmo1,0.012094392091991514,UP,-2.7242255572316263,1.1951260429809165
Etf1,0.006021316284849419,UP,-3.0253051371618396,0.5692934510069381
Apoa1bp,0.0013710729582688949,DOWN,3.6393749568725497,-0.9581221407591302
Adamtsl4,0.03893487437693691,UP,-2.1898956163318726,0.810825624123582
Hdac11,0.009587199987696492,DOWN,2.825648700842896,-0.5799053973180268
Daglb,0.040425391478394364,DOWN,2.1718780072959345,-0.510610551101759
Rod1,0.017939081939780128,UP,-2.5489883663174093,0.4063781767851106
Commd1,0.031168924924447342,DOWN,2.2953234761067316,-0.6207335787120605
Praf2,0.03346555649655163,DOWN,2.26185948156977,-0.5724006587881143
Med10,0.017707070410293693,DOWN,2.554844146138562,-0.6556237257313441
Larp7,0.00357796064352579,UP,-3.2443518205455493,0.5290286115423567
Zcchc7,0.009558154881811783,UP,-2.8269652657813626,0.4108668414537048
Ubfd1,0.016609473863521695,DOWN,2.5835565405831415,-0.63167781996133
Fam3c,0.005415895651673796,DOWN,3.07023833392452,-0.6042009923340041
Exosc5,0.039406902546535436,DOWN,2.1841231332992144,-0.7631360959191397
Cds2,0.009888577978105094,DOWN,2.812206943957476,-0.6295662539406396
Nme7,0.047809801299679766,DOWN,2.0905956365637723,-0.7438598909879386
Bmf,0.00014701252968048412,UP,-4.538601103544103,0.8436109672473465
Trpm2,0.00274492189870502,UP,-3.3544614178281504,0.7621407035600852
Kif2c,0.0003982253920081828,UP,-4.138924464570196,2.826352004523739
Dst,0.015884161933178938,UP,-2.603520965007773,0.565644226932062
Gpr37l1,0.03556525311078042,DOWN,2.233049431995807,-2.276530783672213
Il17rd,0.006803672267068907,DOWN,2.9732672335157813,-1.1014187462033995
Rgs3,0.0389777864319969,DOWN,2.1893682305156243,-0.7817641303149586
Elovl5,0.012843504054057818,UP,-2.697779366362363,0.815868426103296
Galnt2,0.04274419050822913,DOWN,2.1450070106506143,-0.5687534142854132
Cytip,0.021819283565296874,UP,-2.460272097096396,1.2221569812193573
Plac8,0.0023889237712919537,UP,-3.41184670239953,3.8283244434932477
Rab40c,0.04699729846712087,DOWN,2.0989634016022194,-0.6983954845193132
Cdc26,0.017709166540751105,DOWN,2.5547909216421583,-0.6338424360095585
Fus,0.0016010682266022365,UP,-3.576094699982874,0.6911515357014671
Dph1,0.011504040326499878,DOWN,2.746180216641086,-0.7392646099963704
Car9,0.005654503359341406,DOWN,3.051979414251977,-1.7036957583513228
Mcfd2,0.00027765067477021984,DOWN,4.283673813132767,-0.6748759787359032
4933424B01Rik,0.00827366746624168,UP,-2.8893602610859905,0.5183188252824469
Ppp2r4,0.005914936652906938,DOWN,3.032876684711936,-0.7379363398951774
Nop2,0.04175050095007099,UP,-2.1563570696995775,0.40345256996223844
Fam165b,0.018035550490137754,DOWN,2.546574362756569,-0.8309435651195942
Sdpr,2.7336983255809434e-06,DOWN,6.165353263018941,-2.0926799124485242
Hlcs,0.027355947094929677,DOWN,2.356220527692139,-0.7118342407607015
Slc6a20a,0.04426606710758146,UP,-2.128076514022523,0.6670767208664796
Csda,0.01666865089808635,UP,-2.5819638815318693,0.5236115241623027
Tnip2,3.540009628911949e-05,UP,-5.111399781408307,1.549430152089354
Muted,0.0016664693694249352,DOWN,3.55972662271843,-1.0506016062508146
Rassf3,0.04288638371290811,DOWN,2.1434023540720646,-0.5673509688844717
Ell2,0.0042086813559630825,UP,-3.1764568838610967,1.6040043994063238
Ripk2,0.0012552280419973153,UP,-3.675316328908608,0.6148979569323628
Nlrp3,0.01805266570356598,UP,-2.546147335157063,0.6391391626663565
