,gene,direction,valence
1486,Csf2rb2,UP,0.6913608789017809
4757,Ptgs2,UP,0.6912290496196892
319,Abi1,UP,0.6910359500280349
6744,Xpnpep3,UP,0.6905186265676037
5001,Rfc1,UP,0.6903512203642307
6430,Txndc11,UP,0.6897591303437577
5211,Rsbn1l,UP,0.6897322229419312
796,Atp7a,UP,0.689659800712339
2204,Far1,UP,0.6895956936432133
6781,Zbtb24,UP,0.6893007041810926
6871,Zfp438,UP,0.6889736278873073
4442,Pip4k2c,UP,0.6887985597188931
795,Atp7a,UP,0.6879296565216036
5804,Stk10,UP,0.687849954471844
3935,Nfatc3,UP,0.6854504588631323
2742,Hemk1,UP,0.6852877965559084
5197,Rrbp1,UP,0.6852446970451816
3313,Lrch3,UP,0.6846936406526962
2387,Gabpb2,UP,0.6845593275281429
2203,Far1,UP,0.68430139698358
6168,Tmem33,UP,0.6840299148020691
2305,Fkbp5,UP,0.6839821498114951
751,Atg4c,UP,0.6838619078890039
6718,Wnk1,UP,0.682869042159099
3021,Irf2bp2,UP,0.6825511231574695
5737,Srek1ip1,UP,0.6820143548840046
5770,Ssfa2,UP,0.681403317481297
6260,Tor1aip1,UP,0.6812174351684892
1700,Ddx5,UP,0.6809889180680829
2948,Ikbkg,UP,0.6809334282883727
1228,Cep110,UP,0.6807431390194288
4357,Phactr2,UP,0.6805167180607395
207,4933426M11Rik,UP,0.6799446594896199
5735,Srd5a3,UP,0.6787622225287773
1220,Cdyl,UP,0.678520997871171
3498,Mccc1,UP,0.6774583903836374
4843,Rab32,UP,0.6772791497776843
323,Abl1,UP,0.6770124654484241
6819,Zfml,UP,0.6769526998013247
6720,Wnk1,UP,0.6768560735448244
1105,Ccng2,UP,0.6767964990561405
5953,Tbl1xr1,UP,0.6765450398356789
6041,Thada,UP,0.6754139810110451
6348,Trpm2,UP,0.6753689998137598
2760,Hiatl1,UP,0.6753029993763253
1231,Cep152,UP,0.6751378637105642
4358,Phactr2,UP,0.6737566970490033
6909,Zfp710,UP,0.6729385297239627
4899,Rap1gds1,UP,0.6727781863916351
2225,Fbxl20,UP,0.6720472309853087
62,1500010J02Rik,UP,0.6714054511122097
2874,Hsp90aa1,UP,0.6709121940943401
3079,Jhdm1d,UP,0.6707007526103274
6581,Usp45,UP,0.670176592565442
535,Anks3,UP,0.6694685593723217
5981,Tcf7l2,UP,0.6682323521334657
618,Arhgap17,UP,0.6677254418393821
980,C330007P06Rik,UP,0.6673224273481263
6232,Tnfrsf21,UP,0.6671076510999228
1506,Ctage5,UP,0.6670551204715206
4154,Oxr1,UP,0.6667770693552432
1375,Cog5,UP,0.666269412065465
335,Acbd5,UP,0.6660132931137618
5291,Scyl3,UP,0.6650695974811954
2739,Heatr5a,UP,0.6650669591386806
4435,Pikfyve,UP,0.6641045708929065
6318,Trim26,UP,0.6637302628574184
1656,Dclre1b,UP,0.663210499680513
6840,Zfp217,UP,0.6621534453495905
6855,Zfp35,UP,0.6618470373879494
5950,Tbck,UP,0.6612356967617441
4570,Pou2f2,UP,0.6612069617831061
1373,Cog3,UP,0.6608759515433535
6946,Zhx1,UP,0.6605972585764928
6328,Trim36,UP,0.6603308633206862
3981,Nipbl,UP,0.6596011852498938
1382,Col4a3bp,UP,0.6595490742104257
4071,Nucb2,UP,0.6593655112740523
2642,Gtf2a1,UP,0.6592984959958073
2183,Fam53b,UP,0.6592054275267334
785,Atp6ap2,UP,0.659010383774975
5571,Slc8a1,UP,0.6589799076862353
620,Arhgap17,UP,0.6588305510169555
6039,Tgs1,UP,0.658702217910594
6079,Tirap,UP,0.6585332240364584
3761,Mto1,UP,0.6579179400060307
17,0610007L01Rik,UP,0.6575412918436372
336,Acbd5,UP,0.6567418199972531
6804,Zcwpw1,UP,0.656579146797001
320,Abi1,UP,0.6561626054277477
5082,Rnf167,UP,0.6561242527767106
1287,Cited2,UP,0.6558595725111922
4324,Pfkfb3,UP,0.6554088897330316
4420,Pik3cd,UP,0.6550760005122498
3921,Net1,UP,0.6549761050885256
681,Arnt,UP,0.6547759869549777
1504,Ctage5,UP,0.654608952057594
6122,Tmem126b,UP,0.654552783025862
4255,Pcolce,UP,0.6545064015946674
3950,Nfkbie,UP,0.6544544721470809
286,Abcb1b,UP,0.6543808668953988
3361,Ltn1,UP,0.654238319402007
58,1300018I17Rik,UP,0.6530689728264639
4301,Peli2,UP,0.6527198758440478
317,Abi1,UP,0.6525396503876082
39,1110018J18Rik,UP,0.6524714666564995
2551,Gopc,UP,0.6522908375469723
4003,Nnt,UP,0.6522019055121324
3764,Mtr,UP,0.651700184259002
4770,Ptpn18,UP,0.6514581049259687
1084,Ccdc82,UP,0.6513234792364172
3424,Malt1,UP,0.6506303667498345
151,2610020C07Rik,UP,0.6504340865085158
4658,Prkdc,UP,0.6500493455380526
4446,Pisd-ps3,UP,0.6497723123009467
6572,Usp24,UP,0.6489741928977957
6140,Tmem170b,UP,0.6485589622052366
6783,Zbtb37,UP,0.6485247320316954
1796,Dnajc7,UP,0.6484497426739196
6543,Ulk2,UP,0.6480481958426357
4133,Osbpl9,UP,0.6479867231200188
5456,Slc12a6,UP,0.6478938101281535
4910,Rasa4,UP,0.646861598475672
6526,Uckl1,UP,0.6466895374827719
4109,Ogfod1,UP,0.6461329906229746
6622,Vps13b,UP,0.6451026588717301
2447,Ggps1,UP,0.6450774751660913
4898,Rap1gds1,UP,0.6442355535077195
328,Acadsb,UP,0.6441267171575622
1066,Ccdc130,UP,0.6441081770818646
4892,Ranbp6,UP,0.6433474820993345
2145,Fam126b,UP,0.6430835463580334
5643,Snta1,UP,0.6429358439237647
6544,Ulk3,UP,0.6428111279720379
2050,Ep300,UP,0.6424821486948763
4124,Orc4,UP,0.6424774551710577
5985,Tcf7l2,UP,0.6423350856317219
6565,Usp12,UP,0.6421284937620862
1717,Dennd4c,UP,0.6420230474675591
4785,Ptpro,UP,0.6416234729349654
6398,Ttf1,UP,0.6415364181065719
6722,Wnk1,UP,0.6408852031312956
4248,Pcf11,UP,0.6401812303141652
1259,Chm,UP,0.640062780550333
2550,Gopc,UP,0.639596204326561
1883,E2f3,UP,0.6393834078293734
264,A130049A11Rik,UP,0.6389954220100841
2577,Gpr108,UP,0.638928040598646
6225,Tnfrsf11a,UP,0.6387402501810348
2659,Gtf2ird2,UP,0.6382159116825814
223,5730494N06Rik,UP,0.6378531422184681
5948,Tbccd1,UP,0.6378254217995618
5607,Smg1,UP,0.6376204547284383
4835,Rab14,UP,0.6372107535391457
1099,Ccnd1,UP,0.6370867950879209
508,Ampd3,UP,0.6361753648142952
6719,Wnk1,UP,0.6360201558923783
2877,Hspa13,UP,0.635162244873372
2091,Etv1,UP,0.6348068443899874
616,Arhgap17,UP,0.6347524135798048
1527,Ctps2,UP,0.6338783037209872
6951,Zkscan3,UP,0.6337853310110898
3915,Nemf,UP,0.633477051367586
5271,Scaf11,UP,0.633133583700231
522,Ank,UP,0.632153926081004
5793,Stat1,UP,0.632150119080313
5999,Tdrd7,UP,0.6318833519787124
5050,Rint1,UP,0.6310759075842047
3128,Kdm6a,UP,0.6308856294515572
4445,Pisd-ps2,UP,0.6303229903779151
368,Acvr1,UP,0.6300946260308239
4153,Oxr1,UP,0.629828960284792
6689,Wdr67,UP,0.629796773698804
4811,Pxmp3,UP,0.6296252104695218
3729,Msl2,UP,0.6292051304427624
5876,Tab2,UP,0.6291817166315413
285,Abcb1a,UP,0.6290607472789569
4110,Ogfod1,UP,0.6288473488763118
6221,Tnfaip8,UP,0.6285921152014237
262,A130010J15Rik,UP,0.6283406579445381
5921,Tatdn3,UP,0.6270610488643169
162,2810006K23Rik,UP,0.6264618574428149
940,Brwd1,UP,0.6263289661679193
5254,Samhd1,UP,0.6262536366644491
2943,Ikbkb,UP,0.6256966020260678
3304,Lpin1,UP,0.6252269744102483
3667,Mpp5,UP,0.6237816326696664
4327,Pfkfb3,UP,0.6234179205687891
3290,Lonp2,UP,0.6228892408150409
1607,D14Abb1e,UP,0.6225850095614304
3493,Mbp,UP,0.6224889395222918
6310,Trim11,UP,0.6224099940920507
2744,Herc4,UP,0.6221117585685866
988,C87436,UP,0.6220739795904555
1362,Cnot6l,UP,0.6219692925421216
3802,Mylk,UP,0.6219114314935061
1008,Camk2n1,UP,0.6213089903689165
3139,Kif16b,UP,0.6205101646685264
107,2210016F16Rik,UP,0.6204993865495955
5951,Tbck,UP,0.6197247327496374
648,Arhgef3,UP,0.6191598262184481
5282,Scfd1,UP,0.6189494069832286
2743,Herc2,UP,0.6182008657796891
6108,Tmed8,UP,0.6180375323223186
1042,Casp4,UP,0.6175886572828236
1351,Cnot2,UP,0.617581004345144
6782,Zbtb34,UP,0.6174892820359719
6349,Trpm7,UP,0.6166945625666002
6590,Uvrag,UP,0.6163781930097407
2240,Fbxo7,UP,0.6162964923360245
203,4933403F05Rik,UP,0.6162262446293425
2852,Homez,UP,0.6160064438004794
6464,Uba3,UP,0.6157437361949067
4027,Nqo2,UP,0.6155846963111784
2113,Extl3,UP,0.6151304927486477
3019,Irf2,UP,0.6149174723269643
45,1110028C15Rik,UP,0.6147875450802784
5810,Stk3,UP,0.614643324213302
4030,Nr2c1,UP,0.614638370833744
4915,Rasgrp4,UP,0.6143569987833755
5398,Sh3bp1,UP,0.6140431766257337
5404,Sh3glb1,UP,0.6130661615902665
4909,Rasa3,UP,0.6129713313962677
6936,Zfp90,UP,0.6126455813305695
5422,Sik2,UP,0.6111844499756985
4053,Nsmaf,UP,0.6110385369976857
3303,Lpin1,UP,0.6107865029771478
1383,Col4a3bp,UP,0.6107424102649651
2084,Esyt2,UP,0.6104566164927713
1222,Cebpd,UP,0.6100494351357532
3954,Nfya,UP,0.6098073928860771
4368,Phc3,UP,0.6086298441828146
6200,Tmod1,UP,0.6083320617799067
3931,Nfatc1,UP,0.6078573663435649
6589,Utrn,UP,0.6078368206378354
1822,Dock9,UP,0.6073718714500344
5309,Secisbp2l,UP,0.6073210870138498
72,1700020O03Rik,UP,0.6073185296757898
84,1810013L24Rik,UP,0.6071231329846923
6790,Zbtb7b,UP,0.6061943168819199
1365,Cnot8,UP,0.6058760554004708
6812,Zeb2,UP,0.6058027196031833
6516,Ubr3,UP,0.6056634257628094
6820,Zfml,UP,0.6053728241028803
6725,Wrn,UP,0.6052395077556897
4403,Pign,UP,0.6050096322796754
1821,Dock9,UP,0.6047838253706354
6186,Tmem86b,UP,0.6044999426490847
6721,Wnk1,UP,0.6038262469629476
3811,N4bp1,UP,0.6036972242432873
5446,Slain2,UP,0.6035411532344351
2860,Hps5,UP,0.6032949018485192
665,Arl4c,UP,0.6030370628527554
1819,Dock9,UP,0.6024646822083476
812,AW549877,UP,0.6023170116655915
3041,Itch,UP,0.6022252425705996
2944,Ikbkg,UP,0.6020099870524797
4123,Orc3,UP,0.6015291161170614
5788,Stag2,UP,0.601444460673812
2258,Fchsd2,UP,0.601345626997145
4253,Pcmtd2,UP,0.6010413044977791
4082,Nufip2,UP,0.6008853527460428
6662,Wdfy4,UP,0.6006723500227029
6772,Ythdf3,UP,0.6002713082334674
548,Anxa7,UP,0.6001670023696173
3971,Nhsl2,UP,0.5999926436054797
1683,Ddhd2,UP,0.5999705532230926
1233,Cep290,UP,0.5998651467730165
2888,Hsph1,UP,0.5997658339238416
2350,Fry,UP,0.5996881693512109
1438,Cpne1,UP,0.5994562767805809
4399,Pigb,UP,0.5982550261627468
1534,Ctsf,UP,0.5976848512620094
6044,Thbd,UP,0.5973997842428349
3927,Nfatc1,UP,0.5969253891679647
1938,Ehd4,UP,0.5968541448559818
1083,Ccdc76,UP,0.5968184758040632
1353,Cnot2,UP,0.5962886617408809
4813,Pxmp3,UP,0.5960689190196888
4597,Ppp1r10,UP,0.5958345858217061
213,5430411K18Rik,UP,0.5956426153439243
4801,Pus10,UP,0.594860190796279
5364,Sfmbt1,UP,0.5945008784101761
3076,Jak1,UP,0.5941088277473815
2259,Fchsd2,UP,0.5940586614535606
5794,Stat1,UP,0.5921522461668967
2505,Gm608,UP,0.5919332314799793
4922,Rb1cc1,UP,0.5916676291907214
6947,Zhx1,UP,0.5915080792940508
684,Arntl,UP,0.5913313464906448
5450,Slc10a7,UP,0.5902153810210599
5814,Stk38l,UP,0.5896396569038778
4325,Pfkfb3,UP,0.5893980159270069
6515,Ubr3,UP,0.5892179545908022
2311,Fktn,UP,0.5887022777128114
6601,Vcpip1,UP,0.5886083905581778
881,BC096441,UP,0.5881096923020471
499,Alpk1,UP,0.588045002366823
806,Atxn3,UP,0.5879322798579814
1358,Cnot4,UP,0.587917698424902
5778,St3gal2,UP,0.5871492389247501
3604,Mir702,UP,0.5870637562295568
644,Arhgef1,UP,0.586595142635789
2076,Erlin1,UP,0.5859973535944201
188,4921513D23Rik,UP,0.5839553927213981
318,Abi1,UP,0.5834870769011012
4863,Rad17,UP,0.5831339799479272
5572,Slc8a1,UP,0.5831091421185554
5280,Scd1,UP,0.5831039188106015
3982,Nipbl,UP,0.5830295316967483
876,BC032203,UP,0.5827530975277652
3660,Mospd2,UP,0.5825959268308112
1905,Edem3,UP,0.5824072288558342
3606,Mis12,UP,0.5822279953703255
5253,Samhd1,UP,0.5820857459986429
2163,Fam178a,UP,0.5805714057461305
6573,Usp25,UP,0.5799511576084582
6862,Zfp37,UP,0.5798729397989102
3082,Jmjd1c,UP,0.5798628450656409
1820,Dock9,UP,0.5794583605163509
6875,Zfp451,UP,0.5793856523700075
4261,Pdcd10,UP,0.5791146599800642
3305,Lpin1,UP,0.5772119542854213
6818,Zfc3h1,UP,0.5771858762214791
1791,Dnajc13,UP,0.5770832842021623
989,C87436,UP,0.5765218649048486
4068,Nuak1,UP,0.5763432691327622
3338,Lrrc8a,UP,0.5759801283993772
6940,Zfp958,UP,0.5755594223657204
6791,Zc3h11a,UP,0.5751156830615984
4330,Pfkfb3,UP,0.5747079202377461
6730,Wtap,UP,0.5744331224040652
2100,Evi5,UP,0.57353082199456
2876,Hspa13,UP,0.5734804126452957
5067,Rnf103,UP,0.5726840264810351
711,Ascc3,UP,0.5723397618850677
2563,Gpcpd1,UP,0.5723139469052643
4652,Prkcb,UP,0.5721678563075773
2451,Ghdc,UP,0.5719337606020649
3083,Jmjd1c,UP,0.5717761945427717
4007,Nol8,UP,0.571108666450777
5039,Rhot1,UP,0.5710800512384707
4331,Pfkfb3,UP,0.5705582824495345
4456,Pkib,UP,0.5703840540634334
5435,Sirt1,UP,0.5700267011165799
2426,Gclc,UP,0.5694528548918314
3765,Mtrr,UP,0.5692978097408337
1655,Dclre1b,UP,0.5690471469642773
2335,Fnip1,UP,0.5690083362300812
3758,Mtmr2,UP,0.5688867816149169
3868,Ncoa3,UP,0.5683531390514557
3487,Mbip,UP,0.5681019969886638
1928,Eftud1,UP,0.5679477502270432
2189,Fam76b,UP,0.5679441787282167
5363,Sfmbt1,UP,0.5668277953495043
351,Acp6,UP,0.5660506192439885
316,Abi1,UP,0.5656093329552528
6842,Zfp229,UP,0.5643807753754332
3818,Naa30,UP,0.5640372608410037
1929,Eftud1,UP,0.563098704546475
5210,Rsbn1,UP,0.5628205273288375
6965,Zmym6,UP,0.5619014556498486
5868,Synj1,UP,0.5618430556560309
918,Blzf1,UP,0.5618070009841812
6175,Tmem62,UP,0.5612135387483157
6361,Tsc22d4,UP,0.561141988194732
3595,Mier1,UP,0.5611068015950106
1763,Dmxl1,UP,0.5606655068454532
5965,Tceb3,UP,0.5598966036156404
2851,Homez,UP,0.5588134887147527
837,B4galt6,UP,0.556907923446466
5795,Stat1,UP,0.5558112640119922
5815,Stk4,UP,0.5556538362746475
784,Atp5s,UP,0.5555851978659894
3465,Mapk9,UP,0.5552780892479351
1670,Dcun1d1,UP,0.5552777270858246
3340,Lrrcc1,UP,0.5551337789716099
6118,Tmem110,UP,0.5548228190443092
1174,Cdc14a,UP,0.5546852494778476
6673,Wdr37,UP,0.5544781842731457
1962,Eif2c3,UP,0.5544452905622542
5558,Slc4a7,UP,0.553966378763318
437,Agtrap,UP,0.5538564965981354
4094,Nupl2,UP,0.5533770657908615
4382,Phip,UP,0.5533166526700812
6084,Tk2,UP,0.5531303952714518
1048,Cass4,UP,0.5528126583002678
5670,Socs4,UP,0.5527811591630907
6230,Tnfrsf1a,UP,0.5525287976038188
3852,Nbeal1,UP,0.5513122368087618
3268,Lman1,UP,0.5511565169698848
761,Atp11c,UP,0.5500590230618161
2946,Ikbkg,UP,0.5495646294333644
6130,Tmem159,UP,0.549428646722229
2997,Insig2,UP,0.5493428905697018
407,Adrbk2,UP,0.5481709570069164
2083,Esf1,UP,0.5480886016695559
3623,Mll3,UP,0.5478939368798971
5457,Slc13a3,UP,0.5478856122964488
1367,Cnpy3,UP,0.5472719348721508
2090,Etv1,UP,0.5469839053619059
6563,Uso1,UP,0.5469529086564584
2344,Frmd4a,UP,0.5469298000484394
2947,Ikbkg,UP,0.5467364194024508
6499,Ube2w,UP,0.5466823206476956
6987,Zzef1,UP,0.5463263567255798
288,Abcb7,UP,0.5462829650252394
6964,Zmym5,UP,0.5461628076556088
641,Arhgef1,UP,0.5460185276316778
2169,Fam199x,UP,0.5456851212840945
743,Atf6,UP,0.5454132526215757
5787,Stag2,UP,0.544377997540335
2544,Golgb1,UP,0.5430888906604677
2075,Erlin1,UP,0.5429412638859779
1181,Cdc40,UP,0.542933878070233
860,BC003331,UP,0.542032479517516
1156,Cd72,UP,0.5419025816869438
6459,Uap1,UP,0.5417065449774555
1359,Cnot4,UP,0.5415035648106815
6210,Tmtc3,UP,0.5414850028237549
298,Abcd3,UP,0.5413408977478067
1597,D030016E14Rik,UP,0.5411077116882514
6302,Trappc8,UP,0.541096249309212
6633,Vps39,UP,0.5406420802974883
2379,Gab2,UP,0.5405395078943774
6920,Zfp810,UP,0.5404397284918097
2562,Gpcpd1,UP,0.5402516319521528
859,Bbx,UP,0.5402003205818581
3825,Nacc2,UP,0.5401060663436232
254,9430020K01Rik,UP,0.5399635772893507
3473,Marcks,UP,0.5398797385056496
5983,Tcf7l2,UP,0.5390762529053372
6551,Upf2,UP,0.539033587963843
5930,Tbc1d14,UP,0.538709340524225
2086,Etnk1,UP,0.5384847017966148
4329,Pfkfb3,UP,0.5380716724888106
3179,Krit1,UP,0.5379605318270897
5865,Syngr1,UP,0.5372295944583525
6586,Uspl1,UP,0.536314780839469
1082,Ccdc66,UP,0.5363100397451832
4393,Pibf1,UP,0.5359239213548425
3926,Nfat5,UP,0.5356109313386498
2345,Frmd4b,UP,0.5355566214979983
468,Akap8l,UP,0.5354369208515658
5362,Sfmbt1,UP,0.5351742939857513
4328,Pfkfb3,UP,0.5351138126336045
3806,Myo7a,UP,0.5350662892445367
3158,Klf3,UP,0.5348280444287443
737,Ate1,UP,0.5347847705443509
237,6720401G13Rik,UP,0.5347470400394315
6849,Zfp277,UP,0.5339173703123853
4854,Rab8b,UP,0.5337211487487615
2343,Frmd4a,UP,0.533712084850251
6463,Uba3,UP,0.5334659651003932
4383,Phka1,UP,0.5316903027036033
3040,Itch,UP,0.5314766193376036
132,2310046O06Rik,UP,0.5311968517382623
3955,Nfya,UP,0.5308155475874548
5042,Rif1,UP,0.530794471356253
2940,Ikbip,UP,0.5299589273430438
3057,Itih5,UP,0.5293677628661348
6986,Zxdb,UP,0.5292728291544927
2228,Fbxl5,UP,0.5289208303761596
6958,Zmpste24,UP,0.5287698156933776
1067,Ccdc132,UP,0.528582405918569
583,Appl2,UP,0.5283131274853192
3009,Ipp,UP,0.5282530395289837
1071,Ccdc162,UP,0.5282129256815297
1774,Dnajb11,UP,0.5279992747713499
1742,Dhx33,UP,0.5279572081769044
5216,Rsrc2,UP,0.5279475196062703
4824,Qk,UP,0.5277711923859921
4678,Prpf38b,UP,0.5276538498410797
6801,Zcchc6,UP,0.5274879437235165
2960,Il18bp,UP,0.5274116849797583
4782,Ptpro,UP,0.5270048722950305
18,0610007P08Rik,UP,0.5268726271842656
632,Arhgap31,UP,0.5268450736666079
5365,Sfpi1,UP,0.5266344005646536
3564,Mfap1a,UP,0.5261984206425808
626,Arhgap25,UP,0.5258749310591382
5447,Slain2,UP,0.5258745009151912
6030,Tgfbrap1,UP,0.5257340269039409
1792,Dnajc16,UP,0.5257071122747471
2306,Fkbp7,UP,0.5255842009869313
4186,Papola,UP,0.5252566635719613
627,Arhgap25,UP,0.5243294495886474
295,Abcc5,UP,0.5236181234431713
5869,Synj1,UP,0.5235011138880117
6283,Tpp2,UP,0.5232639376681973
3449,Map3k2,UP,0.5229732637218957
1148,Cd47,UP,0.5225031602463779
3291,Lonrf3,UP,0.5223048257110415
3180,Krit1,UP,0.5218467470859607
5979,Tcf7l2,UP,0.5217953551970875
3813,N4bp2l2,UP,0.5216311777755513
1273,Chst11,UP,0.5211813785501372
395,Add3,UP,0.5210876430834916
6827,Zfp148,UP,0.5205718759934963
2949,Ikbkg,UP,0.5200605939116825
2748,Herpud2,UP,0.5193055016608744
4956,Rbm43,UP,0.5189999409064384
3730,Msn,UP,0.5187953295196683
6786,Zbtb44,UP,0.5185427832229473
6350,Trpm7,UP,0.5182758433678516
5188,Rps6ka3,UP,0.518230074910211
6912,Zfp738,UP,0.5181617535248251
5361,Sfi1,UP,0.5178431606143067
2416,Gbe1,UP,0.5177728220917663
760,Atp11c,UP,0.5173734938760569
4944,Rbm26,UP,0.5172080275117957
6514,Ubr2,UP,0.5172037601794562
4375,Phf17,UP,0.5170876899595918
3296,Lpcat1,UP,0.5158982375834739
643,Arhgef1,UP,0.5155119216508978
5056,Rlf,UP,0.5149256414573139
5986,Tcf7l2,UP,0.5144667173713152
4002,Nnt,UP,0.5144612958892333
2320,Flt1,UP,0.51395896834689
149,2610008E11Rik,UP,0.5134195187387116
3565,Mfap3,UP,0.5133992818502912
5682,Sp1,UP,0.5133680790192228
6627,Vps26a,UP,0.5130879258294228
4961,Rbm5,UP,0.5130218928293823
261,A130010J15Rik,UP,0.5126330601266157
5038,Rhot1,UP,0.5125121530274938
6587,Uspl1,UP,0.51231223597858
3786,Mycbp2,UP,0.5120709901248709
5674,Son,UP,0.5116316754675472
4954,Rbm41,UP,0.5110210666183901
4953,Rbm41,UP,0.5108706564422995
6419,Tug1,UP,0.5102806874815654
1260,Chml,UP,0.5101585427110356
4326,Pfkfb3,UP,0.5100678338787844
4616,Ppp2r5c,UP,0.5099808497369053
2539,Golga4,UP,0.5096685895835367
3380,Ly9,UP,0.5094598113374352
3620,Mlf1ip,UP,0.507921328345013
6132,Tmem161b,UP,0.5076633088978265
6510,Ublcp1,UP,0.5076606394259344
5215,Rsrc2,UP,0.5071517250938034
3450,Map3k3,UP,0.5067897731458891
1516,Ctdspl2,UP,0.5062814694258116
3809,Myst3,UP,0.5060223458226476
982,C330019G07Rik,UP,0.505851239949214
5040,Rhot1,UP,0.5052463760250941
6979,Zscan29,UP,0.5045427170943847
2213,Fastkd5,UP,0.504514194881857
1762,Dmtf1,UP,0.5041136494008299
4097,Nxf1,UP,0.5038145001098099
1335,Cltc,UP,0.5035122891395185
2700,Hace1,UP,0.5030413542883666
6832,Zfp192,UP,0.5029595351370572
606,Arfgef1,UP,0.5026906115919973
4374,Phf14,UP,0.5025483407212332
2861,Hps5,UP,0.5024704392383528
5214,Rsrc2,UP,0.5011607538366195
3444,Map3k1,UP,0.5009563307742808
3824,Nacc2,UP,0.5009525344218949
3589,Mia3,UP,0.5006366094679275
6828,Zfp160,UP,0.5002858968992193
1761,Dmtf1,UP,0.5000714046356814
6916,Zfp790,UP,0.49851797619282134
32,1110001A16Rik,UP,0.4981276815123401
4951,Rbm39,UP,0.4978382534791208
4856,Rabep1,UP,0.49780523349829664
6850,Zfp280c,UP,0.49664376688442874
6465,Uba5,UP,0.49603715547103755
5298,Sdpr,UP,0.49497968237194684
6935,Zfp87,UP,0.4944502938851578
4800,Pus10,UP,0.4942277375583071
2342,Frmd4a,UP,0.49421664231082246
820,B230219D22Rik,UP,0.4941147718242648
1175,Cdc14b,UP,0.49335633028655423
2359,Fundc1,UP,0.4932472793180924
642,Arhgef1,UP,0.4932040520835717
525,Ankhd1,UP,0.4925377319558867
6741,Xkr8,UP,0.4921586370929413
2561,Gpcpd1,UP,0.49202995068856337
3925,Nfat5,UP,0.491897956463548
5943,Tbc1d4,UP,0.4912048116672828
5671,Socs5,UP,0.4910767297730564
6159,Tmem204,UP,0.4909259611287402
2095,Etv6,UP,0.49054717404249787
394,Add3,UP,0.49037250519103415
5556,Slc4a10,UP,0.49022460965183634
5310,Sel1l,UP,0.4900813368247072
1954,Eif2ak3,UP,0.48974821170439825
6235,Tnfsf12,UP,0.48968045633702156
5555,Slc4a10,UP,0.4895607025737563
4586,Ppil4,UP,0.488915028326849
2423,Gcc2,UP,0.4881887491731061
1195,Cdk12,UP,0.48713355017583937
1770,Dnaja3,UP,0.4870814565843055
5675,Son,UP,0.48639699137818776
6826,Zfp143,UP,0.48608352199596405
3635,Mmgt2,UP,0.4858666848645221
4814,Pxmp3,UP,0.48553671436936396
2952,Ikzf2,UP,0.48532316362430494
1068,Ccdc132,UP,0.48478675656179926
628,Arhgap26,UP,0.4845913126644172
563,Ap4e1,UP,0.4844349849334828
6133,Tmem161b,UP,0.48434393968964834
6851,Zfp292,UP,0.4839466212474921
3138,Kif13b,UP,0.48340832226279024
1800,Dnase2a,UP,0.48274403376466063
906,Bicd2,UP,0.4824000200710801
4624,Ppwd1,UP,0.48235095323492955
2937,Igsf6,UP,0.4820775314164162
4607,Ppp1r9a,UP,0.4816843732733318
3844,Narg2,UP,0.48163079860200786
1107,Ccnt2,UP,0.4814914469424468
3947,Nfkb1,UP,0.4809984230676158
396,Add3,UP,0.48020960588348005
5193,Rptor,UP,0.4800965775416595
6582,Usp48,UP,0.4800387060916038
4815,Pxmp3,UP,0.47985678688386346
1254,Chd1,UP,0.4798407695202847
905,Bicd2,UP,0.47977225962506603
1673,Dcun1d2,UP,0.47952149341166084
2456,Gin1,UP,0.47933357457280257
5932,Tbc1d15,UP,0.47928523732014827
6431,Txndc11,UP,0.47923310270775765
3649,Mon2,UP,0.47825415714923664
6635,Vps39,UP,0.4768428421192102
2741,Helz,UP,0.4767242436071735
2633,Gspt1,UP,0.47660850571301605
524,Ankfy1,UP,0.47599310755909413
2363,Fxr1,UP,0.47589745069447276
6014,Tet2,UP,0.4754690259763777
5431,Sipa1l2,UP,0.4752909091031982
6745,Xpot,UP,0.47501918647328484
5311,Sel1l,UP,0.47475654344844626
1450,Creb1,UP,0.47449046183669746
6576,Usp33,UP,0.47448213784959825
5554,Slc4a10,UP,0.4740817680800467
1452,Creb3l2,UP,0.4739569549621918
855,Baz2b,UP,0.47394580515942686
150,2610015P09Rik,UP,0.4736976225801677
1465,Crim1,UP,0.4731598429476259
5371,Sgcb,UP,0.47283343805015426
3566,Mfap3,UP,0.4727530222036135
3647,Mon2,UP,0.4720410025584402
581,App,UP,0.4717666680135414
659,Arl1,UP,0.47161646230423315
2212,Fastkd1,UP,0.47089414253554934
1046,Casp8ap2,UP,0.47088660156365514
2333,Fndc3a,UP,0.4706609040531444
3063,Itpr3,UP,0.4704750562554399
5525,Slc35b4,UP,0.4695079238345886
3392,Lysmd3,UP,0.4694861443173807
2171,Fam35a,UP,0.4691219682324609
1789,Dnajc1,UP,0.4690835429574317
803,Atr,UP,0.46892049417214365
2102,Exoc5,UP,0.468735050767441
3123,Kdm3b,UP,0.46871752886812773
6747,Xrcc5,UP,0.4685219460294066
5922,Tax1bp1,UP,0.46826099115409175
6624,Vps13d,UP,0.46792830893937887
1314,Clint1,UP,0.46786879919387264
452,AI848100,UP,0.46783512108024533
4680,Prpf4b,UP,0.4675829808007317
3593,Mid1,UP,0.4674224683628866
1363,Cnot6l,UP,0.46724785174046707
867,BC016423,UP,0.4669726865394638
