,gene,direction,valence
3378,Ly6e,UP,1.951945099807114
4183,Pan3,UP,1.950759434968268
3455,Mapk14,UP,1.9504818176899354
3371,Ly6c1,UP,1.9471120569864362
2884,Hspb1,UP,1.9463133834390167
4847,Rab3il1,UP,1.9457647267360036
1782,Dnajb4,UP,1.9446946397534675
4979,Rcbtb2,UP,1.9420899668371907
6090,Tlr2,UP,1.9411787953815909
2687,H2-M3,UP,1.9315319752577658
2590,Gpr183,UP,1.929649829657159
2376,G530011O06Rik,UP,1.9276484969889083
3295,Lpar6,UP,1.9273355126796667
6360,Tsc22d3,UP,1.9263880667164655
6597,Vav1,UP,1.9258947011753598
6064,Tifab,UP,1.9241590294489348
3439,Map2k1,UP,1.9221401984632394
3209,Lat2,UP,1.9219953505327285
4478,Pld4,UP,1.9196881811872277
2856,Hps3,UP,1.914294642720544
1783,Dnajb4,UP,1.9128792864038735
909,Bin1,UP,1.9070725689317503
2758,Hhex,UP,1.9052362240615561
4460,Pla2g15,UP,1.904220323763674
5780,St3gal5,UP,1.9018799249428904
4397,Pid1,UP,1.9004414081471241
6709,Whrn,UP,1.899899495718379
5959,Tbxas1,UP,1.896743584789794
2962,Il1b,UP,1.8956524568958033
2429,Gcnt1,UP,1.891423515732088
786,Atp6v0a2,UP,1.8875745057523206
911,Birc3,UP,1.8856534261201308
4696,Prune2,UP,1.8841269880476872
5448,Slamf9,UP,1.8806357053812006
4604,Ppp1r3d,UP,1.880141981478699
4673,Pros1,UP,1.8773495536405238
4520,Pnp,UP,1.8741218372974122
1904,Edem2,UP,1.873431069993611
6549,Unc93b1,UP,1.8706776966997305
6178,Tmem64,UP,1.8705474167212979
2595,Gpr77,UP,1.8698757196487155
2890,Hvcn1,UP,1.8678097770608997
896,Bco2,UP,1.864385186141717
5045,Rin2,UP,1.8590511782456796
5991,Tcn2,UP,1.8571725028900745
1060,Cbx7,UP,1.8552079175437755
1396,Comt,UP,1.8551792119224424
5348,Sesn1,UP,1.854427516210572
1636,Dapp1,UP,1.8472002689869849
4772,Ptpn6,UP,1.8428364252212148
3297,Lpcat2,UP,1.842276673299799
1368,Cnr2,UP,1.8352811502341253
2883,Hspa8,UP,1.834494117995319
4896,Rap1b,UP,1.8336881190704377
3481,Mavs,UP,1.8325546857863733
2586,Gpr160,UP,1.8321256122163314
1028,Card6,UP,1.8307705795036597
6926,Zfp839,UP,1.829899165326743
3258,Lipe,UP,1.8296154612253712
772,Atp2c1,UP,1.8264590781625007
1318,Clk1,UP,1.8225944846907907
2349,Frrs1,UP,1.8220695715622983
4978,Rcbtb2,UP,1.8176689449321695
3963,Ngly1,UP,1.816447760396097
6063,Tifa,UP,1.8164133518364833
4513,Pmp22,UP,1.8147879803717832
1303,Clec4a2,UP,1.8133780678213327
274,A830007P12Rik,UP,1.8133232469262266
5376,Sgce,UP,1.8117337870612604
973,C1qc,UP,1.8061247810699455
2677,H2-Aa,UP,1.8037591774534447
6598,Vav1,UP,1.8032269367289837
1306,Clec4a3,UP,1.7989721257559588
3375,Ly6e,UP,1.7988718703082494
4409,Pigv,UP,1.7974382312573334
3458,Mapk14,UP,1.7928906993233305
3237,Lgmn,UP,1.7891993592513593
4977,Rcbtb2,UP,1.786860452202448
3053,Itgb2,UP,1.7782352251611162
6596,Vav1,UP,1.7781131021089127
1470,Crot,UP,1.7761359353315793
1029,Card9,UP,1.7758668058201836
2528,Gng10,UP,1.7748161683732697
4138,Osm,UP,1.7691904351069967
5035,Rhoh,UP,1.769091309760222
5909,Tap2,UP,1.7678761115382875
5007,Rffl,UP,1.7667592399406113
6708,Whrn,UP,1.7643741874215286
6295,Tram1,UP,1.7618891244232358
5854,Susd3,UP,1.760381669923181
4146,Otud1,UP,1.759085154180735
5451,Slc11a1,UP,1.758271099934254
471,Akr1b10,UP,1.7552638689390412
5223,Rtn4rl1,UP,1.7545927158232975
6676,Wdr44,UP,1.7528238564988432
1238,Cept1,UP,1.7503296432412738
3065,Itpripl1,UP,1.7498319288225552
5459,Slc15a4,UP,1.748723068909284
4644,Prkab1,UP,1.7463507170156078
2182,Fam49b,UP,1.7439930612624392
3832,Naip2,UP,1.741960283652616
877,BC037034,UP,1.738411419153271
3398,M6pr,UP,1.738235158348546
347,Acox3,UP,1.737653949364877
3586,Mgll,UP,1.7375283252941462
3091,Jun,UP,1.7370361147011761
3997,Nmi,UP,1.7350265680695935
5912,Tapbpl,UP,1.7335452597840044
3377,Ly6e,UP,1.732890285037164
2773,Hk2,UP,1.72992759249797
2626,Gsdmd,UP,1.7298836768927828
5037,Rhoq,UP,1.7297847756206135
2958,Il17ra,UP,1.7277727441241224
401,Adora3,UP,1.7268740702289878
6057,Thumpd3,UP,1.726020338252924
1419,Coro2a,UP,1.7209224195824508
970,C1qa,UP,1.719180086859898
5043,Rilpl1,UP,1.7181740517833963
1133,Cd300a,UP,1.7125240091731948
6311,Trim12a,UP,1.7117990294553782
5689,Sparc,UP,1.7095226142066158
5654,Snx18,UP,1.7081924502319503
2119,F11r,UP,1.7065538924821064
1165,Cd9,UP,1.7059695890158677
6094,Tlr7,UP,1.704125966017577
4210,Parvg,UP,1.702968746519902
1897,Ecscr,UP,1.70141581487081
3457,Mapk14,UP,1.7013970323271101
3535,Med7,UP,1.6987147237601274
6351,Trpv2,UP,1.6984491136096023
4157,P2rx7,UP,1.6963807691450297
4760,Ptk2b,UP,1.6960371704207984
5503,Slc25a45,UP,1.6956278909307692
1301,Clec2d,UP,1.6955761962084788
3328,Lrrc33,UP,1.6952187390070634
4163,P2ry6,UP,1.6944783696158605
701,Asap3,UP,1.6937751503410816
2923,Ifngr2,UP,1.6925847418636106
103,2010106G01Rik,UP,1.691265634407672
2775,Hk3,UP,1.6912494864622518
635,Arhgap4,UP,1.6912024199048865
2263,Fcrls,UP,1.6909981391133613
625,Arhgap22,UP,1.6907238478769373
738,Atf1,UP,1.6878349950410239
4211,Parvg,UP,1.6868466141089247
2869,Hsd17b11,UP,1.6867055774583464
266,A530088E08Rik,UP,1.6853584877528451
2275,Fgd2,UP,1.68474676937929
5748,Srpr,UP,1.684179128565371
3026,Irf9,UP,1.682923983237423
6306,Trem2,UP,1.6795186958831527
5439,Skap2,UP,1.6789671143715783
2722,Hck,UP,1.676595784177128
1934,Egr1,UP,1.6762687729112056
2417,Gbgt1,UP,1.6761157802820648
4332,Pfkfb4,UP,1.6745134841585743
5006,Rffl,UP,1.673685373427665
6900,Zfp69,UP,1.6729114111183647
6727,Wsb1,UP,1.6721666490044056
309,Abhd12,UP,1.6711667998122541
2449,Ggta1,UP,1.6703104425770892
5410,Sh3tc1,UP,1.6701299985739508
454,Aif1,UP,1.6679527024736265
971,C1qb,UP,1.6668940290943974
3382,Ly96,UP,1.6661243892169635
518,Ang,UP,1.6640279441454697
5901,Tal1,UP,1.6635946896026788
3369,Ly6c1,UP,1.6620639028393598
1814,Dock10,UP,1.6609830718154428
3233,Lgals8,UP,1.6556538481708618
1093,Ccl12,UP,1.6535018627705456
2815,Hmox2,UP,1.653335044643327
6914,Zfp764,UP,1.652860650498941
2910,Iffo1,UP,1.650273900330008
956,Btk,UP,1.6494446522725723
723,Asph,UP,1.6488322852892638
5079,Rnf144b,UP,1.6480941653019403
1903,Edem1,UP,1.6468169906541046
2400,Galnt4,UP,1.642247545312907
3288,LOC547349,UP,1.6414817915220752
2132,Fam107a,UP,1.6400625072206654
2406,Garnl3,UP,1.6378887672803424
2262,Fcrl1,UP,1.637805455382704
5523,Slc35a5,UP,1.636760510221578
5349,Sesn1,UP,1.6351908342184802
5289,Scoc,UP,1.6342496693366368
4919,Rassf5,UP,1.6331491535058145
2688,H2-Ob,UP,1.6330018345326618
3259,Lipe,UP,1.6320695017989062
2776,Hk3,UP,1.6308670887346266
6027,Tgfbr1,UP,1.6286128915744593
6187,Tmem87a,UP,1.625022793872233
3436,Maob,UP,1.6241021741560817
4653,Prkcd,UP,1.622490449588155
3788,Myd88,UP,1.6203451694656272
5080,Rnf144b,UP,1.6183918381835618
2723,Hcls1,UP,1.616044447924879
3520,Med12l,UP,1.616034727565609
5088,Rnf19b,UP,1.6132251425730872
6035,Tgif1,UP,1.6129228853379993
4099,Nxt2,UP,1.6127344291713386
4912,Rasal3,UP,1.6081724666624266
4998,Reep5,UP,1.6058472107013266
4372,Phf1,UP,1.6036136447973168
350,Acp2,UP,1.6033065313570263
890,Bcl2a1b,UP,1.6015188558673081
3372,Ly6c1,UP,1.6003883716435563
5251,Sall1,UP,1.5999700350802741
5300,Sec11c,UP,1.5973323347637156
102,2010015L04Rik,UP,1.5922218702505122
3452,Map3k8,UP,1.5921748289776618
1394,Comt,UP,1.5917767218169234
4484,Plekha2,UP,1.5910256743820974
6127,Tmem140,UP,1.590556050939944
4141,Ostm1,UP,1.5905320328987869
5049,Rinl,UP,1.590517313124804
4771,Ptpn6,UP,1.5885780597010397
6236,Tnip2,UP,1.5885051254524756
3576,Mgat1,UP,1.5862364150819712
1123,Cd14,UP,1.5860423366302254
2432,Gcnt2,UP,1.585991895061846
3030,Irgm2,UP,1.5853087432783879
6578,Usp35,UP,1.5830310895349633
5589,Smad7,UP,1.5817390329762044
3211,Layn,UP,1.5811913492780367
5781,St3gal5,UP,1.580438349355582
5698,Spg20,UP,1.579682041273307
2880,Hspa1b,UP,1.5790610663920874
2891,Hvcn1,UP,1.5754173070999364
2892,I830077J02Rik,UP,1.5752140182729393
1589,Cysltr1,UP,1.574081951767933
6024,Tgfa,UP,1.574008760415813
3226,Leprel1,UP,1.5739327112735948
3801,Mylip,UP,1.5727675323827643
4701,Psap,UP,1.5717840093811486
6738,Xbp1,UP,1.569658923144643
2746,Herc6,UP,1.5694212920677957
5373,Sgce,UP,1.5691348967614407
5987,Tcirg1,UP,1.5664008091221808
919,Bmf,UP,1.56599907811398
2596,Gpr84,UP,1.5652198454728619
3236,Lgals9,UP,1.565029755855087
3575,Mgat1,UP,1.5624385966360879
1044,Casp8,UP,1.5619590066889317
5988,Tcirg1,UP,1.5617910952917062
267,A630001G21Rik,UP,1.5589612417302883
6496,Ube2q2,UP,1.5583606825611913
3865,Ncf4,UP,1.5575144293464265
3585,Mgll,UP,1.5574215834124108
3996,Nmi,UP,1.5569514801778503
2754,Hfe,UP,1.5560387271960863
3368,Ly6c1,UP,1.5547036161110088
1275,Chst7,UP,1.5543649867230707
3373,Ly6e,UP,1.553011656703485
4510,Pmaip1,UP,1.5505001507517808
2895,Icmt,UP,1.5487513973445413
1305,Clec4a2,UP,1.5476345468660468
1267,Chn2,UP,1.5469534014370614
4988,Rcsd1,UP,1.546247773220993
3157,Klf2,UP,1.5424631807956377
5005,Rffl,UP,1.5415200715793855
1920,Eef2k,UP,1.5407310166209989
5535,Slc38a9,UP,1.5399609223181265
4502,Plxdc1,UP,1.5381756708576921
5989,Tcirg1,UP,1.5375314045001476
5699,Spg20,UP,1.5367546246757153
4159,P2rx7,UP,1.5347850904259552
5926,Taz,UP,1.5334930931850381
6910,Zfp715,UP,1.5333835719745306
5697,Spg20,UP,1.5297606974295224
6547,Unc13d,UP,1.5297575132318546
5855,Susd3,UP,1.5296299340077435
720,Asph,UP,1.5294280266650293
6160,Tmem206,UP,1.5288734807478725
5337,Serinc1,UP,1.5280513865892544
1487,Csf3r,UP,1.5250712398266173
6911,Zfp719,UP,1.5248795596840465
4846,Rab3gap1,UP,1.5244637146644657
1440,Cpox,UP,1.5216178703645389
5473,Slc19a3,UP,1.5204344239331091
6705,Whrn,UP,1.5191701067323489
6359,Tsc22d3,UP,1.5191295507547913
2056,Epha2,UP,1.516586230492957
3367,Ly6a,UP,1.5164046764354748
2682,H2-Eb1,UP,1.5157640208406118
6216,Tnf,UP,1.5150928311409386
575,Apobec1,UP,1.514798566396718
6343,Trmt2b,UP,1.514329222167934
3013,Irak2,UP,1.5130958040688876
4196,Parp10,UP,1.5118762847014855
4634,Prdm9,UP,1.5112746341382564
3751,Mthfs,UP,1.5111684525341837
268,A630033H20Rik,UP,1.5098948724805437
695,Arsk,UP,1.503243748337099
637,Arhgap4,UP,1.5020758054484464
1595,Cyth4,UP,1.5008525101364867
4424,Pik3cg,UP,1.500796397894003
4702,Psap,UP,1.4996802826515854
1841,Dpy19l4,UP,1.4991027634880416
6031,Tgif1,UP,1.4982354804201181
4160,P2rx7,UP,1.497694739940814
3431,Man2b1,UP,1.4974797931338408
3537,Med7,UP,1.4953664293533675
2079,Errfi1,UP,1.4951149843150866
758,Atp10d,UP,1.4938561458712687
192,4930420K17Rik,UP,1.4936423782269725
4271,Pdgfb,UP,1.4934544062965613
1935,Egr2,UP,1.4932456198887125
5284,Scn1b,UP,1.4928627521825277
5084,Rnf180,UP,1.4908750812083582
629,Arhgap27,UP,1.4907833484391368
382,Adap2,UP,1.4903895034262002
6032,Tgif1,UP,1.486114036308558
3051,Itgam,UP,1.485840511623095
5516,Slc30a7,UP,1.485487035812688
1609,D15Ertd621e,UP,1.4846772915337105
1535,Ctsh,UP,1.4842504798750935
4503,Plxdc1,UP,1.4816932618429686
5074,Rnf135,UP,1.4798622229975993
3107,Kcnj2,UP,1.4796444632823211
4761,Ptk2b,UP,1.4787569033983488
2226,Fbxl3,UP,1.4772986182862073
3136,Khnyn,UP,1.4764588342714897
3381,Ly96,UP,1.4760858165551605
3197,Lamp2,UP,1.4760055568129364
5004,Rffl,UP,1.47399113003529
2585,Gpr157,UP,1.4734660343702142
5114,Rp2h,UP,1.4731024371281407
2956,Il15,UP,1.4722770597495953
6139,Tmem168,UP,1.471735761081015
1787,Dnajb9,UP,1.47162321674835
5288,Scoc,UP,1.470600310457187
1316,Clk1,UP,1.469117055891042
2348,Frrs1,UP,1.4688593270120365
3426,Maml2,UP,1.4687133055101593
3317,Lrmp,UP,1.467848143733016
3482,Mavs,UP,1.4674483597863428
6110,Tmem100,UP,1.4661934604783977
880,BC096441,UP,1.4656385353007166
5923,Taz,UP,1.4638900315338932
2907,Idua,UP,1.4628094981575979
2175,Fam45a,UP,1.462754500162303
1562,Cxcl16,UP,1.4624029473697662
2594,Gpr65,UP,1.461893711270471
4698,Psap,UP,1.4607637525804262
2176,Fam46a,UP,1.4587297180758612
3853,Nbeal2,UP,1.4578218086206596
3314,Lrch4,UP,1.456042242421116
1585,Cyp4f13,UP,1.4555146109528616
3073,Ivns1abp,UP,1.4555085380730335
5112,Rogdi,UP,1.4548090434030645
6078,Tirap,UP,1.4519419659305168
2581,Gpr146,UP,1.4518841941130338
827,B3gnt2,UP,1.4508668650417982
2174,Fam45a,UP,1.4487608141414658
5528,Slc36a1,UP,1.4487274485710415
630,Arhgap27,UP,1.4477368928322296
4558,Pon3,UP,1.4429543753440182
2980,Impact,UP,1.4406208429861815
2188,Fam72a,UP,1.4377036845167603
67,1600014C10Rik,UP,1.434688908613411
3866,Nck1,UP,1.432409295118991
6034,Tgif1,UP,1.428740670725852
3643,Mob3c,UP,1.428726293744908
2777,Hk3,UP,1.427020128607584
3261,Liph,UP,1.4264634906405642
2271,Fermt3,UP,1.4259426947613794
3074,Ivns1abp,UP,1.4252430481163685
4700,Psap,UP,1.4246085161843567
3614,Mknk1,UP,1.4221948952494485
5569,Slc7a7,UP,1.4213998019331113
6189,Tmem87a,UP,1.4178297323776454
834,B4galt1,UP,1.416479585353024
574,Apobec1,UP,1.4156119976683361
3500,Mcfd2,UP,1.4143062460013998
3998,Nmi,UP,1.4141064405679993
6618,Vipr1,UP,1.4137885934824719
165,2810407C02Rik,UP,1.4111978123657352
5449,Slc10a3,UP,1.410887324239613
2004,Elf1,UP,1.410584538501423
824,B3galt5,UP,1.4096741667986026
6033,Tgif1,UP,1.4083361758950523
866,BC013712,UP,1.4080235784363457
2422,Gbp7,UP,1.4073644248112813
6003,Tec,UP,1.4067501598785348
3451,Map3k5,UP,1.4059760764275493
6102,Tmcc3,UP,1.405756619047591
823,B3galt5,UP,1.4057309980460668
3092,Junb,UP,1.403799774893847
4149,Oxct1,UP,1.4018103405597413
6905,Zfp709,UP,1.401758859653708
6001,Tec,UP,1.3997044659946967
6313,Trim12c,UP,1.399681317618588
2588,Gpr160,UP,1.39855239360958
5703,Spint1,UP,1.3983490606284037
4746,Ptafr,UP,1.397698888633632
4425,Pik3cg,UP,1.3975195569787497
5581,Slmap,UP,1.397358937920729
1395,Comt,UP,1.3971499071497888
2398,Galnt12,UP,1.3967347290883927
6093,Tlr6,UP,1.3946302436688334
5833,Stx4a,UP,1.3944822859017316
2963,Il1r1,UP,1.3942291092063903
6091,Tlr3,UP,1.393689985207135
4897,Rap1gap2,UP,1.3926488987453935
3066,Itpripl1,UP,1.3892551818035888
4699,Psap,UP,1.3880699778911174
3812,N4bp2l1,UP,1.387511162111269
2690,H2-T23,UP,1.385955571138089
3422,Mal,UP,1.383735537386287
3587,Mgp,UP,1.38340959253046
3316,Lrch4-sap25,UP,1.3832226962195069
3948,Nfkbia,UP,1.3824842940690822
