gene,direction,valence
Cxcl10,UP,2.5911989093726397
Iigp1,UP,2.5894797291647866
Zfp719,UP,2.5848020264796476
D18Ertd653e,UP,2.5836742334206675
C1qa,UP,2.579435699529093
Naip6,UP,2.567380473232343
Gng10,UP,2.563341425632284
Evi2a,UP,2.5617007377417975
Naip7,UP,2.552693094780993
Tns1,UP,2.5495043473935595
Tcirg1,UP,2.540441040095435
Mgp,UP,2.5399108167207767
Atp2c1,UP,2.5384564260438984
Thumpd3,UP,2.5363290400333303
Pycard,UP,2.5320967445872222
Pmp22,UP,2.5308597460839106
Slmap,UP,2.529699275162954
Trpv2,UP,2.526486848772199
Trim21,UP,2.5194141764455598
Ptplb,UP,2.5135649250779863
Tmem100,UP,2.5071508143837686
Itpr2,UP,2.505185894679098
Lgals9,UP,2.501811967713878
Myh11,UP,2.5009164382358238
Ly6e,UP,2.5002060543470415
Tnfsf10,UP,2.4979108118177287
Zfp187,UP,2.4974874721916915
Vwa5a,UP,2.496828005073053
Dleu2,UP,2.496399975443032
C1qc,UP,2.4951813424869145
Slc10a3,UP,2.4929614195029246
Egr2,UP,2.48818714193739
Kctd12,UP,2.4875382131708164
Cd209a,UP,2.4845530940194003
Ddx60,UP,2.4836082188609225
Tbpl1,UP,2.482843933561065
Pip4k2a,UP,2.4818951231158306
Plcb2,UP,2.4811451507476927
Itm2b,UP,2.4795132888083313
Rinl,UP,2.47677905739898
9030418K01Rik,UP,2.474278786450747
Comt,UP,2.4714455204887518
Zfhx3,UP,2.4702074030579713
Nck1,UP,2.4698781998773995
6330416G13Rik,UP,2.469811351110053
B3gnt2,UP,2.468438025784907
Galnt4,UP,2.467591634271841
Wsb1,UP,2.4668791151219387
Ankrd44,UP,2.4665284439730972
Slc29a3,UP,2.464481528610963
Lifr,UP,2.464385137029089
Nfatc2,UP,2.461505486775837
Slc11a1,UP,2.4596447624165627
Bid,UP,2.4555759343281145
Bank1,UP,2.453292245230043
Zfp710,UP,2.4529198599263755
Lgmn,UP,2.4501904524027642
Ccl12,UP,2.449917423328752
Tmem168,UP,2.4498868347442455
Ccr2,UP,2.4482264273443906
Rnf19b,UP,2.447659212067937
Arhgap4,UP,2.4440514836488783
Mef2a,UP,2.4432513654911205
Tal1,UP,2.442086045076471
Nlrc5,UP,2.441601999817088
Slc16a7,UP,2.4405172696562274
Usp35,UP,2.437848089947442
Abhd12,UP,2.4368052916566265
Snx18,UP,2.435741269383124
Nrip1,UP,2.4357063119190316
Apobec1,UP,2.433149371131093
Lrmp,UP,2.4304036594951195
H2-D1,UP,2.429454645383987
Cflar,UP,2.4276079684909337
Pnp,UP,2.4236923676021025
Parvg,UP,2.4222979402543676
Cyp2r1,UP,2.4182550313424276
Epha2,UP,2.4176952618312795
Trem2,UP,2.413878943169212
Hmha1,UP,2.412258971891248
Plscr4,UP,2.4116310431209893
Pmepa1,UP,2.4078930160182916
Dtx3l,UP,2.407049294678802
Trpm2,UP,2.4063973705216806
Ywhah,UP,2.401739246268886
Fam49b,UP,2.3988763558360127
Ecscr,UP,2.3983746434015867
